comparison_type	left_run	left_k	right_run	right_k	left_program	right_program	cosine	top_gene_jaccard	cosine_null_q99	jaccard_null_q99	exceeds_both_nulls
same_k_cross_input	seed_20260811	6	holdout_B	6	1	3	0.6994032046456244	0.07526881720430108	0.04150443863571991	0.010204081632652968	True
same_k_cross_input	seed_20260811	6	holdout_B	6	2	5	0.8350879741468471	0.20481927710843373	0.04150443863571991	0.010204081632652968	True
same_k_cross_input	seed_20260811	6	holdout_B	6	3	2	0.3612458221273846	0.08695652173913043	0.04150443863571991	0.010204081632652968	True
same_k_cross_input	seed_20260811	6	holdout_B	6	4	4	0.8955653936810213	0.2987012987012987	0.04150443863571991	0.010204081632652968	True
same_k_cross_input	seed_20260811	6	holdout_B	6	5	1	0.0015905227031143602	0.0	0.04150443863571991	0.010204081632652968	False
same_k_cross_input	seed_20260811	6	holdout_B	6	6	6	0.3163179180486775	0.0	0.04150443863571991	0.010204081632652968	False
same_k_cross_input	seed_20260811	7	holdout_B	7	1	3	0.7290318471921958	0.0989010989010989	0.04323587202561735	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_B	7	2	6	0.7685128160280286	0.25	0.04323587202561735	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_B	7	3	4	0.9010595139889624	0.2987012987012987	0.04323587202561735	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_B	7	4	1	0.013961862629101771	0.0	0.04323587202561735	0.010101010101010102	False
same_k_cross_input	seed_20260811	7	holdout_B	7	5	2	0.8694654310542385	0.35135135135135137	0.04323587202561735	0.010101010101010102	True
same_k_cross_input	seed_20260811	7	holdout_B	7	6	5	0.1366105683340177	0.0	0.04323587202561735	0.010101010101010102	False
same_k_cross_input	seed_20260811	7	holdout_B	7	7	7	0.6258327676737354	0.13636363636363635	0.04323587202561735	0.010101010101010102	True
same_k_cross_input	seed_20260811	8	holdout_B	8	1	1	0.5896630370655689	0.20481927710843373	0.0515357610570018	0.010204081632652968	True
same_k_cross_input	seed_20260811	8	holdout_B	8	2	5	0.8406797248405226	0.2345679012345679	0.0515357610570018	0.010204081632652968	True
same_k_cross_input	seed_20260811	8	holdout_B	8	3	4	0.8994130458795965	0.3157894736842105	0.0515357610570018	0.010204081632652968	True
same_k_cross_input	seed_20260811	8	holdout_B	8	4	8	0.04752033496009386	0.0	0.0515357610570018	0.010204081632652968	False
same_k_cross_input	seed_20260811	8	holdout_B	8	5	2	0.8747442539976833	0.3698630136986301	0.0515357610570018	0.010204081632652968	True
same_k_cross_input	seed_20260811	8	holdout_B	8	6	7	0.2017952132764359	0.010101010101010102	0.0515357610570018	0.010204081632652968	False
