system	permutation	sample_number	cumulative_consensus_peaks
patient	621	2	128154
patient	621	3	132264
patient	621	4	134498
patient	621	5	135441
patient	621	6	136725
patient	621	7	137163
patient	621	8	137624
patient	621	9	137997
patient	621	10	138210
patient	621	11	138463
patient	621	12	138564
patient	621	13	138725
patient	621	14	138850
patient	621	15	138866
patient	621	16	138869
patient	621	17	138880
patient	621	18	138897
patient	621	19	138910
patient	621	20	138914
patient	621	21	138921
patient	621	22	138923
patient	622	1	123022
patient	622	2	132036
patient	622	3	134153
patient	622	4	136840
patient	622	5	137340
patient	622	6	137829
patient	622	7	138320
patient	622	8	138588
patient	622	9	138621
patient	622	10	138632
patient	622	11	138683
patient	622	12	138736
patient	622	13	138760
patient	622	14	138777
patient	622	15	138833
patient	622	16	138880
patient	622	17	138887
patient	622	18	138897
patient	622	19	138904
patient	622	20	138904
patient	622	21	138923
patient	622	22	138923
patient	623	1	107032
patient	623	2	121247
patient	623	3	125048
patient	623	4	134318
patient	623	5	135076
patient	623	6	136309
patient	623	7	137020
patient	623	8	137922
patient	623	9	137967
patient	623	10	138330
patient	623	11	138430
patient	623	12	138510
patient	623	13	138524
patient	623	14	138655
patient	623	15	138711
patient	623	16	138744
patient	623	17	138787
patient	623	18	138800
patient	623	19	138800
patient	623	20	138896
patient	623	21	138923
patient	623	22	138923
patient	624	1	111823
patient	624	2	133814
patient	624	3	137469
patient	624	4	137674
patient	624	5	138128
patient	624	6	138288
patient	624	7	138485
patient	624	8	138557
patient	624	9	138675
patient	624	10	138680
patient	624	11	138801
patient	624	12	138820
patient	624	13	138827
patient	624	14	138857
patient	624	15	138879
patient	624	16	138880
patient	624	17	138882
patient	624	18	138912
patient	624	19	138914
patient	624	20	138914
patient	624	21	138921
patient	624	22	138923
patient	625	1	127182
patient	625	2	131948
patient	625	3	133784
patient	625	4	134555
patient	625	5	136507
patient	625	6	137124
patient	625	7	137516
patient	625	8	138175
patient	625	9	138459
patient	625	10	138553
patient	625	11	138771
patient	625	12	138835
patient	625	13	138857
patient	625	14	138895
patient	625	15	138903
patient	625	16	138910
patient	625	17	138921
patient	625	18	138921
patient	625	19	138923
patient	625	20	138923
patient	625	21	138923
patient	625	22	138923
patient	626	1	111823
patient	626	2	128631
patient	626	3	135242
patient	626	4	136038
patient	626	5	136639
patient	626	6	137297
patient	626	7	137505
patient	626	8	137646
patient	626	9	138170
patient	626	10	138311
patient	626	11	138348
patient	626	12	138469
patient	626	13	138558
patient	626	14	138674
patient	626	15	138759
patient	626	16	138828
patient	626	17	138846
patient	626	18	138870
patient	626	19	138887
patient	626	20	138898
patient	626	21	138900
patient	626	22	138923
patient	627	1	113836
patient	627	2	129246
patient	627	3	136371
patient	627	4	136930
patient	627	5	137564
patient	627	6	137720
patient	627	7	138251
patient	627	8	138480
patient	627	9	138667
patient	627	10	138722
patient	627	11	138796
patient	627	12	138803
patient	627	13	138817
patient	627	14	138835
patient	627	15	138851
patient	627	16	138887
patient	627	17	138889
patient	627	18	138889
patient	627	19	138904
patient	627	20	138909
patient	627	21	138922
patient	627	22	138923
patient	628	1	113836
patient	628	2	121559
patient	628	3	132027
patient	628	4	134712
patient	628	5	135309
patient	628	6	136907
patient	628	7	137980
patient	628	8	137998
patient	628	9	138634
patient	628	10	138691
patient	628	11	138742
patient	628	12	138798
patient	628	13	138814
patient	628	14	138822
patient	628	15	138871
patient	628	16	138889
patient	628	17	138890
patient	628	18	138895
patient	628	19	138910
patient	628	20	138922
patient	628	21	138923
patient	628	22	138923
patient	629	1	114206
patient	629	2	123219
patient	629	3	131024
patient	629	4	133021
patient	629	5	135747
patient	629	6	136171
patient	629	7	136399
patient	629	8	137111
patient	629	9	137184
patient	629	10	138085
patient	629	11	138256
patient	629	12	138650
patient	629	13	138749
patient	629	14	138814
patient	629	15	138834
patient	629	16	138852
patient	629	17	138874
patient	629	18	138885
patient	629	19	138896
patient	629	20	138896
patient	629	21	138903
patient	629	22	138923
patient	630	1	110233
patient	630	2	121255
patient	630	3	125791
patient	630	4	134173
patient	630	5	136893
patient	630	6	137065
patient	630	7	138072
patient	630	8	138282
patient	630	9	138414
patient	630	10	138571
patient	630	11	138776
patient	630	12	138806
patient	630	13	138820
patient	630	14	138857
patient	630	15	138868
patient	630	16	138872
patient	630	17	138895
patient	630	18	138895
patient	630	19	138900
patient	630	20	138900
patient	630	21	138912
patient	630	22	138923
patient	631	1	103104
patient	631	2	134529
patient	631	3	136182
patient	631	4	137521
patient	631	5	137744
patient	631	6	137851
patient	631	7	138039
patient	631	8	138662
patient	631	9	138717
patient	631	10	138730
patient	631	11	138808
patient	631	12	138832
patient	631	13	138874
patient	631	14	138877
patient	631	15	138881
patient	631	16	138887
patient	631	17	138892
patient	631	18	138900
patient	631	19	138908
patient	631	20	138923
patient	631	21	138923
patient	631	22	138923
patient	632	1	125294
patient	632	2	132231
patient	632	3	137530
patient	632	4	138125
patient	632	5	138186
patient	632	6	138329
patient	632	7	138458
patient	632	8	138597
patient	632	9	138627
patient	632	10	138672
patient	632	11	138745
patient	632	12	138808
patient	632	13	138840
patient	632	14	138841
patient	632	15	138856
patient	632	16	138876
patient	632	17	138878
patient	632	18	138880
patient	632	19	138887
patient	632	20	138897
patient	632	21	138923
patient	632	22	138923
patient	633	1	131866
patient	633	2	136514
patient	633	3	137320
patient	633	4	137569
patient	633	5	137999
patient	633	6	138177
patient	633	7	138282
patient	633	8	138453
patient	633	9	138474
patient	633	10	138516
patient	633	11	138713
patient	633	12	138769
patient	633	13	138809
patient	633	14	138822
patient	633	15	138843
patient	633	16	138850
patient	633	17	138856
patient	633	18	138893
patient	633	19	138902
patient	633	20	138914
patient	633	21	138916
patient	633	22	138923
patient	634	1	127182
patient	634	2	131948
patient	634	3	134826
patient	634	4	136934
patient	634	5	137126
patient	634	6	138053
patient	634	7	138113
patient	634	8	138148
patient	634	9	138380
patient	634	10	138405
patient	634	11	138490
patient	634	12	138567
patient	634	13	138646
patient	634	14	138704
patient	634	15	138756
patient	634	16	138877
patient	634	17	138884
patient	634	18	138885
patient	634	19	138885
patient	634	20	138912
patient	634	21	138917
patient	634	22	138923
patient	635	1	127011
patient	635	2	134155
patient	635	3	136778
patient	635	4	137978
patient	635	5	138319
patient	635	6	138636
patient	635	7	138662
patient	635	8	138732
patient	635	9	138784
patient	635	10	138793
patient	635	11	138820
patient	635	12	138826
patient	635	13	138834
patient	635	14	138870
patient	635	15	138873
patient	635	16	138873
patient	635	17	138888
patient	635	18	138894
patient	635	19	138910
patient	635	20	138910
patient	635	21	138918
patient	635	22	138923
patient	636	1	124776
patient	636	2	135267
patient	636	3	137366
patient	636	4	137820
patient	636	5	138200
patient	636	6	138341
patient	636	7	138491
patient	636	8	138601
patient	636	9	138703
patient	636	10	138734
patient	636	11	138741
patient	636	12	138747
patient	636	13	138757
patient	636	14	138853
patient	636	15	138892
patient	636	16	138904
patient	636	17	138906
patient	636	18	138909
patient	636	19	138913
patient	636	20	138916
patient	636	21	138923
patient	636	22	138923
patient	637	1	127182
patient	637	2	133386
patient	637	3	137007
patient	637	4	137314
patient	637	5	137468
patient	637	6	137990
patient	637	7	138540
patient	637	8	138690
patient	637	9	138729
patient	637	10	138775
patient	637	11	138808
patient	637	12	138836
patient	637	13	138859
patient	637	14	138869
patient	637	15	138877
patient	637	16	138880
patient	637	17	138892
patient	637	18	138897
patient	637	19	138899
patient	637	20	138900
patient	637	21	138900
patient	637	22	138923
patient	638	1	113836
patient	638	2	128861
patient	638	3	132272
patient	638	4	134621
patient	638	5	137530
patient	638	6	137591
patient	638	7	137952
patient	638	8	138485
patient	638	9	138634
patient	638	10	138650
patient	638	11	138765
patient	638	12	138833
patient	638	13	138857
patient	638	14	138861
patient	638	15	138878
patient	638	16	138895
patient	638	17	138903
patient	638	18	138908
patient	638	19	138910
patient	638	20	138910
patient	638	21	138923
patient	638	22	138923
patient	639	1	113836
patient	639	2	126753
patient	639	3	129974
patient	639	4	136394
patient	639	5	137921
patient	639	6	138345
patient	639	7	138465
patient	639	8	138569
patient	639	9	138665
patient	639	10	138690
patient	639	11	138750
patient	639	12	138763
patient	639	13	138802
patient	639	14	138856
patient	639	15	138870
patient	639	16	138873
patient	639	17	138915
patient	639	18	138915
patient	639	19	138920
patient	639	20	138923
patient	639	21	138923
patient	639	22	138923
patient	640	1	119408
patient	640	2	126471
patient	640	3	135329
patient	640	4	137711
patient	640	5	137889
patient	640	6	138186
patient	640	7	138517
patient	640	8	138562
patient	640	9	138585
patient	640	10	138648
patient	640	11	138739
patient	640	12	138779
patient	640	13	138782
patient	640	14	138814
patient	640	15	138848
patient	640	16	138851
patient	640	17	138872
patient	640	18	138884
patient	640	19	138912
patient	640	20	138914
patient	640	21	138923
patient	640	22	138923
patient	641	1	129855
patient	641	2	133233
patient	641	3	136188
patient	641	4	136602
patient	641	5	136894
patient	641	6	137129
patient	641	7	137795
patient	641	8	137818
patient	641	9	138294
patient	641	10	138402
patient	641	11	138483
patient	641	12	138560
patient	641	13	138638
patient	641	14	138644
patient	641	15	138821
patient	641	16	138870
patient	641	17	138889
patient	641	18	138904
patient	641	19	138904
patient	641	20	138916
patient	641	21	138923
patient	641	22	138923
patient	642	1	109044
patient	642	2	125966
patient	642	3	130927
patient	642	4	132987
patient	642	5	137287
patient	642	6	137760
patient	642	7	137913
patient	642	8	138083
patient	642	9	138603
patient	642	10	138637
patient	642	11	138725
patient	642	12	138744
patient	642	13	138790
patient	642	14	138821
patient	642	15	138849
patient	642	16	138881
patient	642	17	138896
patient	642	18	138900
patient	642	19	138911
patient	642	20	138913
patient	642	21	138913
patient	642	22	138923
patient	643	1	131866
patient	643	2	134456
patient	643	3	135207
patient	643	4	135652
patient	643	5	137229
patient	643	6	138287
patient	643	7	138358
patient	643	8	138469
patient	643	9	138534
patient	643	10	138623
patient	643	11	138655
patient	643	12	138774
patient	643	13	138849
patient	643	14	138882
patient	643	15	138888
patient	643	16	138900
patient	643	17	138907
patient	643	18	138909
patient	643	19	138909
patient	643	20	138923
patient	643	21	138923
patient	643	22	138923
patient	644	1	109044
patient	644	2	123089
patient	644	3	128640
patient	644	4	135179
patient	644	5	136124
patient	644	6	136696
patient	644	7	137213
patient	644	8	137671
patient	644	9	138397
patient	644	10	138649
patient	644	11	138752
patient	644	12	138832
patient	644	13	138837
patient	644	14	138857
patient	644	15	138879
patient	644	16	138883
patient	644	17	138894
patient	644	18	138902
patient	644	19	138912
patient	644	20	138923
patient	644	21	138923
patient	644	22	138923
patient	645	1	110233
patient	645	2	120586
patient	645	3	131024
patient	645	4	132408
patient	645	5	134480
patient	645	6	135204
patient	645	7	136451
patient	645	8	137045
patient	645	9	137205
patient	645	10	137336
patient	645	11	137574
patient	645	12	138176
patient	645	13	138434
patient	645	14	138637
patient	645	15	138782
patient	645	16	138836
patient	645	17	138848
patient	645	18	138894
patient	645	19	138898
patient	645	20	138912
patient	645	21	138913
patient	645	22	138923
patient	646	1	112011
patient	646	2	132994
patient	646	3	135512
patient	646	4	137438
patient	646	5	137874
patient	646	6	138267
patient	646	7	138471
patient	646	8	138571
patient	646	9	138617
patient	646	10	138655
patient	646	11	138701
patient	646	12	138769
patient	646	13	138796
patient	646	14	138801
patient	646	15	138807
patient	646	16	138841
patient	646	17	138878
patient	646	18	138884
patient	646	19	138885
patient	646	20	138921
patient	646	21	138923
patient	646	22	138923
patient	647	1	127011
patient	647	2	131376
patient	647	3	133034
patient	647	4	134863
patient	647	5	136592
patient	647	6	137892
patient	647	7	138084
patient	647	8	138478
patient	647	9	138653
patient	647	10	138794
patient	647	11	138801
patient	647	12	138818
patient	647	13	138824
patient	647	14	138875
patient	647	15	138883
patient	647	16	138886
patient	647	17	138888
patient	647	18	138905
patient	647	19	138911
patient	647	20	138913
patient	647	21	138923
patient	647	22	138923
patient	648	1	123022
patient	648	2	130597
patient	648	3	132214
patient	648	4	135829
patient	648	5	137055
patient	648	6	138219
patient	648	7	138446
patient	648	8	138694
patient	648	9	138706
patient	648	10	138785
patient	648	11	138791
patient	648	12	138796
patient	648	13	138813
patient	648	14	138837
patient	648	15	138855
patient	648	16	138891
patient	648	17	138899
patient	648	18	138904
patient	648	19	138918
patient	648	20	138923
patient	648	21	138923
patient	648	22	138923
patient	649	1	107032
patient	649	2	121058
patient	649	3	126883
patient	649	4	129594
patient	649	5	135495
patient	649	6	136549
patient	649	7	136965
patient	649	8	138100
patient	649	9	138508
patient	649	10	138634
patient	649	11	138705
patient	649	12	138755
patient	649	13	138821
patient	649	14	138873
patient	649	15	138890
patient	649	16	138890
patient	649	17	138896
patient	649	18	138907
patient	649	19	138909
patient	649	20	138914
patient	649	21	138916
patient	649	22	138923
patient	650	1	129855
patient	650	2	135375
patient	650	3	136987
patient	650	4	137299
patient	650	5	137849
patient	650	6	138183
patient	650	7	138531
patient	650	8	138608
patient	650	9	138622
patient	650	10	138630
patient	650	11	138677
patient	650	12	138818
patient	650	13	138865
patient	650	14	138866
patient	650	15	138876
patient	650	16	138900
patient	650	17	138913
patient	650	18	138919
patient	650	19	138922
patient	650	20	138923
patient	650	21	138923
patient	650	22	138923
patient	651	1	131866
patient	651	2	134135
patient	651	3	134961
patient	651	4	135508
patient	651	5	136564
patient	651	6	137157
patient	651	7	137839
patient	651	8	138126
patient	651	9	138438
patient	651	10	138762
patient	651	11	138799
patient	651	12	138857
patient	651	13	138861
patient	651	14	138877
patient	651	15	138887
patient	651	16	138888
patient	651	17	138903
patient	651	18	138911
patient	651	19	138923
patient	651	20	138923
patient	651	21	138923
patient	651	22	138923
patient	652	1	114206
patient	652	2	124782
patient	652	3	135827
patient	652	4	136952
patient	652	5	137265
patient	652	6	137470
patient	652	7	137586
