system	permutation	sample_number	cumulative_consensus_peaks
cell_line	460	19	83465
cell_line	461	1	30452
cell_line	461	2	34206
cell_line	461	3	37360
cell_line	461	4	38793
cell_line	461	5	46776
cell_line	461	6	50006
cell_line	461	7	52909
cell_line	461	8	54750
cell_line	461	9	57315
cell_line	461	10	61408
cell_line	461	11	63190
cell_line	461	12	74609
cell_line	461	13	75034
cell_line	461	14	75386
cell_line	461	15	76552
cell_line	461	16	76806
cell_line	461	17	77264
cell_line	461	18	82495
cell_line	461	19	83465
cell_line	462	1	11696
cell_line	462	2	16059
cell_line	462	3	37286
cell_line	462	4	39665
cell_line	462	5	40354
cell_line	462	6	44150
cell_line	462	7	46734
cell_line	462	8	61658
cell_line	462	9	68153
cell_line	462	10	69860
cell_line	462	11	70423
cell_line	462	12	71215
cell_line	462	13	72420
cell_line	462	14	75598
cell_line	462	15	76928
cell_line	462	16	78276
cell_line	462	17	82656
cell_line	462	18	83158
cell_line	462	19	83465
cell_line	463	1	9051
cell_line	463	2	15465
cell_line	463	3	25216
cell_line	463	4	43234
cell_line	463	5	43836
cell_line	463	6	44815
cell_line	463	7	48468
cell_line	463	8	51210
cell_line	463	9	65746
cell_line	463	10	66874
cell_line	463	11	68109
cell_line	463	12	69332
cell_line	463	13	69848
cell_line	463	14	75784
cell_line	463	15	76862
cell_line	463	16	78144
cell_line	463	17	78493
cell_line	463	18	82803
cell_line	463	19	83465
cell_line	464	1	15015
cell_line	464	2	19867
cell_line	464	3	20906
cell_line	464	4	26597
cell_line	464	5	27825
cell_line	464	6	33461
cell_line	464	7	36119
cell_line	464	8	37160
cell_line	464	9	45522
cell_line	464	10	47151
cell_line	464	11	63950
cell_line	464	12	64546
cell_line	464	13	65736
cell_line	464	14	69141
cell_line	464	15	75835
cell_line	464	16	80700
cell_line	464	17	81686
cell_line	464	18	83067
cell_line	464	19	83465
cell_line	465	1	15059
cell_line	465	2	44807
cell_line	465	3	55187
cell_line	465	4	62571
cell_line	465	5	64370
cell_line	465	6	64972
cell_line	465	7	68874
cell_line	465	8	70613
cell_line	465	9	75515
cell_line	465	10	75950
cell_line	465	11	76508
cell_line	465	12	78214
cell_line	465	13	79378
cell_line	465	14	80171
cell_line	465	15	81194
cell_line	465	16	81869
cell_line	465	17	82296
cell_line	465	18	83241
cell_line	465	19	83465
cell_line	466	1	15059
cell_line	466	2	29069
cell_line	466	3	44606
cell_line	466	4	47238
cell_line	466	5	49930
cell_line	466	6	50726
cell_line	466	7	53412
cell_line	466	8	55167
cell_line	466	9	57173
cell_line	466	10	57562
cell_line	466	11	58249
cell_line	466	12	60051
cell_line	466	13	60468
cell_line	466	14	72935
cell_line	466	15	75957
cell_line	466	16	77003
cell_line	466	17	77369
cell_line	466	18	82741
cell_line	466	19	83465
cell_line	467	1	13181
cell_line	467	2	42820
cell_line	467	3	43744
cell_line	467	4	45214
cell_line	467	5	48163
cell_line	467	6	57489
cell_line	467	7	60244
cell_line	467	8	61739
cell_line	467	9	64082
cell_line	467	10	67539
cell_line	467	11	68096
cell_line	467	12	69051
cell_line	467	13	69666
cell_line	467	14	74476
cell_line	467	15	79971
cell_line	467	16	81162
cell_line	467	17	82182
cell_line	467	18	83158
cell_line	467	19	83465
cell_line	468	1	17655
cell_line	468	2	23815
cell_line	468	3	25776
cell_line	468	4	30970
cell_line	468	5	35788
cell_line	468	6	36424
cell_line	468	7	37518
cell_line	468	8	50023
cell_line	468	9	56504
cell_line	468	10	58037
cell_line	468	11	60277
cell_line	468	12	62269
cell_line	468	13	63922
cell_line	468	14	64304
cell_line	468	15	71876
cell_line	468	16	80974
cell_line	468	17	81486
cell_line	468	18	82483
cell_line	468	19	83465
cell_line	469	1	9051
cell_line	469	2	18304
cell_line	469	3	23574
cell_line	469	4	27463
cell_line	469	5	43049
cell_line	469	6	46766
cell_line	469	7	54737
cell_line	469	8	57692
cell_line	469	9	59673
cell_line	469	10	60343
cell_line	469	11	70784
cell_line	469	12	71129
cell_line	469	13	74442
cell_line	469	14	75834
cell_line	469	15	76207
cell_line	469	16	76782
cell_line	469	17	81144
cell_line	469	18	82185
cell_line	469	19	83465
cell_line	470	1	6543
cell_line	470	2	14043
cell_line	470	3	39208
cell_line	470	4	41794
cell_line	470	5	42493
cell_line	470	6	45873
cell_line	470	7	60002
cell_line	470	8	62574
cell_line	470	9	68238
cell_line	470	10	73618
cell_line	470	11	74135
cell_line	470	12	74710
cell_line	470	13	77781
cell_line	470	14	78909
cell_line	470	15	79603
cell_line	470	16	80814
cell_line	470	17	82182
cell_line	470	18	83158
cell_line	470	19	83465
cell_line	471	1	7024
cell_line	471	2	11568
cell_line	471	3	34171
cell_line	471	4	37204
cell_line	471	5	45463
cell_line	471	6	46452
cell_line	471	7	62318
cell_line	471	8	62770
cell_line	471	9	63996
cell_line	471	10	66530
cell_line	471	11	68547
cell_line	471	12	69884
cell_line	471	13	75628
cell_line	471	14	76992
cell_line	471	15	78054
cell_line	471	16	79146
cell_line	471	17	80370
cell_line	471	18	83133
cell_line	471	19	83465
cell_line	472	1	17655
cell_line	472	2	32172
cell_line	472	3	33498
cell_line	472	4	34315
cell_line	472	5	38663
cell_line	472	6	42077
cell_line	472	7	60193
cell_line	472	8	60877
cell_line	472	9	62416
cell_line	472	10	70012
cell_line	472	11	71515
cell_line	472	12	73316
cell_line	472	13	74440
cell_line	472	14	79644
cell_line	472	15	80348
cell_line	472	16	81387
cell_line	472	17	82559
cell_line	472	18	83067
cell_line	472	19	83465
cell_line	473	1	9778
cell_line	473	2	12672
cell_line	473	3	15927
cell_line	473	4	19222
cell_line	473	5	23383
cell_line	473	6	27495
cell_line	473	7	32212
cell_line	473	8	46916
cell_line	473	9	62669
cell_line	473	10	63759
cell_line	473	11	65766
cell_line	473	12	66872
cell_line	473	13	68033
cell_line	473	14	68339
cell_line	473	15	74024
cell_line	473	16	77243
cell_line	473	17	78840
cell_line	473	18	83158
cell_line	473	19	83465
cell_line	474	1	9778
cell_line	474	2	15569
cell_line	474	3	30878
cell_line	474	4	35544
cell_line	474	5	57023
cell_line	474	6	57668
cell_line	474	7	66012
cell_line	474	8	66603
cell_line	474	9	67294
cell_line	474	10	72861
cell_line	474	11	74734
cell_line	474	12	75611
cell_line	474	13	75893
cell_line	474	14	77415
cell_line	474	15	78626
cell_line	474	16	81472
cell_line	474	17	82149
cell_line	474	18	82483
cell_line	474	19	83465
cell_line	475	1	22328
cell_line	475	2	28565
cell_line	475	3	33597
cell_line	475	4	36542
cell_line	475	5	49282
cell_line	475	6	49803
cell_line	475	7	50664
cell_line	475	8	55557
cell_line	475	9	58028
cell_line	475	10	58695
cell_line	475	11	60750
cell_line	475	12	62025
cell_line	475	13	63576
cell_line	475	14	63973
cell_line	475	15	75442
cell_line	475	16	80909
cell_line	475	17	81910
cell_line	475	18	83067
cell_line	475	19	83465
cell_line	476	1	10952
cell_line	476	2	36382
cell_line	476	3	37937
cell_line	476	4	45253
cell_line	476	5	48003
cell_line	476	6	49967
cell_line	476	7	52639
cell_line	476	8	60610
cell_line	476	9	61985
cell_line	476	10	62356
cell_line	476	11	72963
cell_line	476	12	74392
cell_line	476	13	74828
cell_line	476	14	75623
cell_line	476	15	77293
cell_line	476	16	77652
cell_line	476	17	82025
cell_line	476	18	82966
cell_line	476	19	83465
cell_line	477	1	10952
cell_line	477	2	23592
cell_line	477	3	25929
cell_line	477	4	30939
cell_line	477	5	34094
cell_line	477	6	35132
cell_line	477	7	39593
cell_line	477	8	40605
cell_line	477	9	41379
cell_line	477	10	54932
cell_line	477	11	62468
cell_line	477	12	67592
cell_line	477	13	69164
cell_line	477	14	69477
cell_line	477	15	70676
cell_line	477	16	80239
cell_line	477	17	81591
cell_line	477	18	82741
cell_line	477	19	83465
cell_line	478	1	9778
cell_line	478	2	19629
cell_line	478	3	21406
cell_line	478	4	24982
cell_line	478	5	26340
cell_line	478	6	33839
cell_line	478	7	35123
cell_line	478	8	52177
cell_line	478	9	54530
cell_line	478	10	67249
cell_line	478	11	73190
cell_line	478	12	73470
cell_line	478	13	74324
cell_line	478	14	78974
cell_line	478	15	80018
cell_line	478	16	81013
cell_line	478	17	81686
cell_line	478	18	83067
cell_line	478	19	83465
cell_line	479	1	40487
cell_line	479	2	43139
cell_line	479	3	46809
cell_line	479	4	48051
cell_line	479	5	50730
cell_line	479	6	52336
cell_line	479	7	56935
cell_line	479	8	58232
cell_line	479	9	60366
cell_line	479	10	60971
cell_line	479	11	69089
cell_line	479	12	69742
cell_line	479	13	70191
cell_line	479	14	76174
cell_line	479	15	76918
cell_line	479	16	77188
cell_line	479	17	81591
cell_line	479	18	82741
cell_line	479	19	83465
cell_line	480	1	33569
cell_line	480	2	43557
cell_line	480	3	47442
cell_line	480	4	49457
cell_line	480	5	51295
cell_line	480	6	54485
cell_line	480	7	56574
cell_line	480	8	58861
cell_line	480	9	59549
cell_line	480	10	60978
cell_line	480	11	72038
cell_line	480	12	72464
cell_line	480	13	75557
cell_line	480	14	76650
cell_line	480	15	81479
cell_line	480	16	81839
cell_line	480	17	82839
cell_line	480	18	83067
cell_line	480	19	83465
cell_line	481	1	15059
cell_line	481	2	22837
cell_line	481	3	26776
cell_line	481	4	32194
cell_line	481	5	34572
cell_line	481	6	35513
cell_line	481	7	38822
cell_line	481	8	46828
cell_line	481	9	62607
cell_line	481	10	64669
cell_line	481	11	65260
cell_line	481	12	66750
cell_line	481	13	73140
cell_line	481	14	73692
cell_line	481	15	79109
cell_line	481	16	81947
cell_line	481	17	82182
cell_line	481	18	83133
cell_line	481	19	83465
cell_line	482	1	33569
cell_line	482	2	41780
cell_line	482	3	42572
cell_line	482	4	57942
cell_line	482	5	58769
cell_line	482	6	60437
cell_line	482	7	61295
cell_line	482	8	62347
cell_line	482	9	63801
cell_line	482	10	64433
cell_line	482	11	70745
cell_line	482	12	71231
cell_line	482	13	72655
cell_line	482	14	74404
cell_line	482	15	75869
cell_line	482	16	80470
cell_line	482	17	81206
cell_line	482	18	82400
cell_line	482	19	83465
cell_line	483	1	9051
cell_line	483	2	16126
cell_line	483	3	26080
cell_line	483	4	29978
cell_line	483	5	31400
cell_line	483	6	35304
cell_line	483	7	39272
cell_line	483	8	40108
cell_line	483	9	41069
cell_line	483	10	43301
cell_line	483	11	55321
cell_line	483	12	57019
cell_line	483	13	57404
cell_line	483	14	59230
cell_line	483	15	67258
cell_line	483	16	68885
cell_line	483	17	69976
cell_line	483	18	79184
cell_line	483	19	83465
cell_line	484	1	15059
cell_line	484	2	38890
cell_line	484	3	41407
cell_line	484	4	51382
cell_line	484	5	52968
cell_line	484	6	53898
cell_line	484	7	54465
cell_line	484	8	56828
cell_line	484	9	59179
cell_line	484	10	60568
cell_line	484	11	61233
cell_line	484	12	61715
cell_line	484	13	72022
cell_line	484	14	73520
cell_line	484	15	74139
cell_line	484	16	77150
cell_line	484	17	81524
cell_line	484	18	82483
cell_line	484	19	83465
cell_line	485	1	9051
cell_line	485	2	12211
cell_line	485	3	22987
cell_line	485	4	27677
cell_line	485	5	44250
cell_line	485	6	51383
cell_line	485	7	53388
cell_line	485	8	62662
cell_line	485	9	63198
cell_line	485	10	63618
cell_line	485	11	64350
cell_line	485	12	66175
cell_line	485	13	68268
cell_line	485	14	78101
cell_line	485	15	79298
cell_line	485	16	80323
cell_line	485	17	81760
cell_line	485	18	82741
cell_line	485	19	83465
cell_line	486	1	13181
cell_line	486	2	19082
cell_line	486	3	25837
cell_line	486	4	43039
cell_line	486	5	46802
cell_line	486	6	60559
cell_line	486	7	61635
cell_line	486	8	68258
cell_line	486	9	71927
cell_line	486	10	73250
cell_line	486	11	73769
cell_line	486	12	78600
cell_line	486	13	79686
cell_line	486	14	80887
cell_line	486	15	81219
cell_line	486	16	81465
cell_line	486	17	81811
cell_line	486	18	82324
cell_line	486	19	83465
cell_line	487	1	22328
cell_line	487	2	28074
cell_line	487	3	29462
cell_line	487	4	30724
cell_line	487	5	33560
cell_line	487	6	36527
cell_line	487	7	40970
cell_line	487	8	54581
cell_line	487	9	56339
cell_line	487	10	58836
cell_line	487	11	60936
cell_line	487	12	61298
cell_line	487	13	61936
cell_line	487	14	72801
cell_line	487	15	73310
cell_line	487	16	74436
cell_line	487	17	75850
cell_line	487	18	80756
cell_line	487	19	83465
cell_line	488	1	9778
cell_line	488	2	13636
cell_line	488	3	36087
cell_line	488	4	43040
cell_line	488	5	43926
cell_line	488	6	51234
cell_line	488	7	54265
cell_line	488	8	55004
cell_line	488	9	57092
cell_line	488	10	59286
cell_line	488	11	68164
cell_line	488	12	69467
cell_line	488	13	70683
cell_line	488	14	71790
cell_line	488	15	72899
cell_line	488	16	73338
cell_line	488	17	74405
cell_line	488	18	83241
cell_line	488	19	83465
cell_line	489	1	11060
cell_line	489	2	22901
cell_line	489	3	29634
cell_line	489	4	31071
cell_line	489	5	47945
cell_line	489	6	49871
cell_line	489	7	51974
cell_line	489	8	52662
cell_line	489	9	53403
cell_line	489	10	55453
cell_line	489	11	57073
cell_line	489	12	57450
cell_line	489	13	64823
cell_line	489	14	74792
cell_line	489	15	79483
cell_line	489	16	80909
cell_line	489	17	81910
cell_line	489	18	83067
cell_line	489	19	83465
cell_line	490	1	4406
cell_line	490	2	11976
cell_line	490	3	17271
cell_line	490	4	24374
cell_line	490	5	29968
cell_line	490	6	34984
cell_line	490	7	43816
cell_line	490	8	44637
cell_line	490	9	61867
cell_line	490	10	62506
cell_line	490	11	69456
cell_line	490	12	72762
cell_line	490	13	74017
cell_line	490	14	75527
cell_line	490	15	75876
cell_line	490	16	76796
cell_line	490	17	77177
cell_line	490	18	78280
cell_line	490	19	83465
cell_line	491	1	13874
cell_line	491	2	19781
cell_line	491	3	26776
cell_line	491	4	48937
cell_line	491	5	50586
cell_line	491	6	52930
cell_line	491	7	61591
cell_line	491	8	63700
cell_line	491	9	65035
cell_line	491	10	65789
cell_line	491	11	69312
cell_line	491	12	70859
cell_line	491	13	71273
cell_line	491	14	76853
cell_line	491	15	78143
cell_line	491	16	78398
cell_line	491	17	78823
cell_line	491	18	79184
cell_line	491	19	83465
cell_line	492	1	17655
cell_line	492	2	24963
cell_line	492	3	26490
cell_line	492	4	46419
cell_line	492	5	49558
cell_line	492	6	51147
cell_line	492	7	52816
cell_line	492	8	61377
cell_line	492	9	72337
cell_line	492	10	73806
cell_line	492	11	74940
cell_line	492	12	75686
cell_line	492	13	76139
cell_line	492	14	76907
cell_line	492	15	77291
cell_line	492	16	77679
cell_line	492	17	77951
cell_line	492	18	82400
cell_line	492	19	83465
cell_line	493	1	15015
cell_line	493	2	23221
cell_line	493	3	28952
cell_line	493	4	30538
cell_line	493	5	40060
cell_line	493	6	43490
cell_line	493	7	45530
cell_line	493	8	47160
cell_line	493	9	49057
cell_line	493	10	51659
cell_line	493	11	52399
cell_line	493	12	53090
cell_line	493	13	54395
cell_line	493	14	64701
cell_line	493	15	65129
cell_line	493	16	75594
cell_line	493	17	75850
cell_line	493	18	78719
cell_line	493	19	83465
cell_line	494	1	15015
cell_line	494	2	17921
cell_line	494	3	27425
cell_line	494	4	46630
cell_line	494	5	49737
cell_line	494	6	52335
cell_line	494	7	52959
cell_line	494	8	53392
cell_line	494	9	55113
cell_line	494	10	62575
cell_line	494	11	67846
cell_line	494	12	69122
cell_line	494	13	78776
cell_line	494	14	79320
cell_line	494	15	79697
cell_line	494	16	80734
cell_line	494	17	81732
cell_line	494	18	82803
cell_line	494	19	83465
cell_line	495	1	30452
cell_line	495	2	35513
cell_line	495	3	38517
cell_line	495	4	41264
cell_line	495	5	51802
cell_line	495	6	54309
cell_line	495	7	54995
cell_line	495	8	55770
cell_line	495	9	56670
cell_line	495	10	58288
cell_line	495	11	59791
cell_line	495	12	61722
cell_line	495	13	62093
cell_line	495	14	62783
cell_line	495	15	73011
cell_line	495	16	74921
cell_line	495	17	77951
cell_line	495	18	82400
cell_line	495	19	83465
cell_line	496	1	13181
cell_line	496	2	19144
cell_line	496	3	23408
cell_line	496	4	25170
cell_line	496	5	42984
cell_line	496	6	52464
cell_line	496	7	55421
cell_line	496	8	60320
cell_line	496	9	61575
cell_line	496	10	62241
cell_line	496	11	67796
cell_line	496	12	69185
cell_line	496	13	69498
cell_line	496	14	70008
cell_line	496	15	70414
cell_line	496	16	71838
cell_line	496	17	81003
cell_line	496	18	82400
cell_line	496	19	83465
cell_line	497	1	17655
cell_line	497	2	23592
cell_line	497	3	25434
cell_line	497	4	29192
cell_line	497	5	34427
cell_line	497	6	54377
cell_line	497	7	55157
cell_line	497	8	63418
cell_line	497	9	65508
cell_line	497	10	66569
cell_line	497	11	68629
cell_line	497	12	73486
cell_line	497	13	78982
cell_line	497	14	79255
cell_line	497	15	80536
cell_line	497	16	81057
cell_line	497	17	82077
cell_line	497	18	82495
cell_line	497	19	83465
cell_line	498	1	33569
cell_line	498	2	36382
cell_line	498	3	40397
cell_line	498	4	41115
cell_line	498	5	43525
cell_line	498	6	47225
cell_line	498	7	52324
cell_line	498	8	53969
cell_line	498	9	56465
cell_line	498	10	57113
cell_line	498	11	59122
cell_line	498	12	60358
cell_line	498	13	60912
cell_line	498	14	66612
cell_line	498	15	67888
cell_line	498	16	77850
cell_line	498	17	82656
cell_line	498	18	82966
cell_line	498	19	83465
cell_line	499	1	9778
cell_line	499	2	19629
cell_line	499	3	23424
cell_line	499	4	29547
cell_line	499	5	32944
cell_line	499	6	33628
cell_line	499	7	36416
cell_line	499	8	38880
cell_line	499	9	44670
cell_line	499	10	56038
cell_line	499	11	56778
cell_line	499	12	62486
cell_line	499	13	74672
cell_line	499	14	75138
cell_line	499	15	75499
cell_line	499	16	76443
cell_line	499	17	76834
cell_line	499	18	82090
cell_line	499	19	83465
cell_line	500	1	7024
cell_line	500	2	9360
cell_line	500	3	18782
cell_line	500	4	20917
cell_line	500	5	27146
cell_line	500	6	28973
cell_line	500	7	32260
cell_line	500	8	34994
cell_line	500	9	38398
cell_line	500	10	40173
cell_line	500	11	42636
cell_line	500	12	54114
cell_line	500	13	63045
cell_line	500	14	64350
cell_line	500	15	64914
cell_line	500	16	74856
cell_line	500	17	76285
cell_line	500	18	79184
cell_line	500	19	83465
cell_line	501	1	9051
cell_line	501	2	12373
cell_line	501	3	18384
cell_line	501	4	37522
cell_line	501	5	44051
cell_line	501	6	44680
cell_line	501	7	47035
cell_line	501	8	49392
cell_line	501	9	51828
cell_line	501	10	54567
cell_line	501	11	56230
cell_line	501	12	61888
cell_line	501	13	62527
cell_line	501	14	70233
cell_line	501	15	71430
cell_line	501	16	72560
cell_line	501	17	73023
cell_line	501	18	82090
cell_line	501	19	83465
cell_line	502	1	30452
cell_line	502	2	32302
cell_line	502	3	36848
cell_line	502	4	43717
cell_line	502	5	46011
cell_line	502	6	47875
cell_line	502	7	48356
cell_line	502	8	54975
cell_line	502	9	56952
cell_line	502	10	57650
cell_line	502	11	58363
cell_line	502	12	60522
cell_line	502	13	60961
cell_line	502	14	62636
cell_line	502	15	70851
cell_line	502	16	80382
cell_line	502	17	81735
cell_line	502	18	82741
cell_line	502	19	83465
cell_line	503	1	7024
cell_line	503	2	20308
cell_line	503	3	22953
cell_line	503	4	25088
cell_line	503	5	30110
cell_line	503	6	32463
cell_line	503	7	36962
cell_line	503	8	37980
cell_line	503	9	56956
cell_line	503	10	58347
cell_line	503	11	66240
cell_line	503	12	67606
cell_line	503	13	72644
cell_line	503	14	78238
cell_line	503	15	79867
cell_line	503	16	81161
cell_line	503	17	82163
cell_line	503	18	83241
cell_line	503	19	83465
cell_line	504	1	13874
cell_line	504	2	17634
cell_line	504	3	27700
cell_line	504	4	31457
cell_line	504	5	34068
cell_line	504	6	37877
cell_line	504	7	52134
cell_line	504	8	54515
cell_line	504	9	56039
cell_line	504	10	63675
cell_line	504	11	69044
cell_line	504	12	70366
cell_line	504	13	79686
cell_line	504	14	80236
cell_line	504	15	80611
cell_line	504	16	80950
cell_line	504	17	81206
cell_line	504	18	82400
cell_line	504	19	83465
cell_line	505	1	14080
cell_line	505	2	22309
cell_line	505	3	48259
cell_line	505	4	49127
cell_line	505	5	50089
cell_line	505	6	51730
cell_line	505	7	54613
cell_line	505	8	56051
cell_line	505	9	60032
cell_line	505	10	61271
cell_line	505	11	67328
cell_line	505	12	67763
cell_line	505	13	74290
cell_line	505	14	75449
cell_line	505	15	76411
cell_line	505	16	76657
cell_line	505	17	81979
cell_line	505	18	82483
cell_line	505	19	83465
cell_line	506	1	9051
cell_line	506	2	12812
cell_line	506	3	18247
cell_line	506	4	20139
cell_line	506	5	39185
cell_line	506	6	57170
cell_line	506	7	58384
cell_line	506	8	59190
cell_line	506	9	60856
cell_line	506	10	63218
cell_line	506	11	64386
cell_line	506	12	67862
cell_line	506	13	69744
cell_line	506	14	71230
cell_line	506	15	71505
cell_line	506	16	72717
cell_line	506	17	73752
cell_line	506	18	79184
cell_line	506	19	83465
cell_line	507	1	11060
cell_line	507	2	34821
cell_line	507	3	38644
cell_line	507	4	42207
cell_line	507	5	44487
cell_line	507	6	47030
cell_line	507	7	48113
cell_line	507	8	54666
cell_line	507	9	63887
cell_line	507	10	65168
cell_line	507	11	75924
cell_line	507	12	76527
cell_line	507	13	77389
cell_line	507	14	77645
cell_line	507	15	78016
cell_line	507	16	78728
cell_line	507	17	80337
cell_line	507	18	80756
cell_line	507	19	83465
cell_line	508	1	9051
cell_line	508	2	20954
cell_line	508	3	27402
cell_line	508	4	43186
cell_line	508	5	44283
cell_line	508	6	46395
cell_line	508	7	50183
cell_line	508	8	52813
cell_line	508	9	54595
cell_line	508	10	55137
cell_line	508	11	55550
cell_line	508	12	57463
cell_line	508	13	58780
cell_line	508	14	59380
cell_line	508	15	67407
cell_line	508	16	76894
cell_line	508	17	78139
cell_line	508	18	82483
cell_line	508	19	83465
cell_line	509	1	15059
cell_line	509	2	20435
cell_line	509	3	22925
cell_line	509	4	24319
cell_line	509	5	28326
cell_line	509	6	46643
cell_line	509	7	51717
cell_line	509	8	59926
cell_line	509	9	61785
cell_line	509	10	62257
cell_line	509	11	67409
cell_line	509	12	68673
cell_line	509	13	68983
cell_line	509	14	70206
cell_line	509	15	79841
cell_line	509	16	80539
cell_line	509	17	81752
cell_line	509	18	83067
cell_line	509	19	83465
cell_line	510	1	13181
cell_line	510	2	22731
cell_line	510	3	28952
cell_line	510	4	50371
cell_line	510	5	59062
cell_line	510	6	59536
cell_line	510	7	62071
cell_line	510	8	63500
cell_line	510	9	69648
cell_line	510	10	74689
cell_line	510	11	75437
cell_line	510	12	76835
cell_line	510	13	77994
cell_line	510	14	80906
cell_line	510	15	81351
cell_line	510	16	81678
cell_line	510	17	82182
cell_line	510	18	83133
cell_line	510	19	83465
cell_line	511	1	6543
cell_line	511	2	35293
cell_line	511	3	40054
cell_line	511	4	46616
cell_line	511	5	49680
cell_line	511	6	63159
cell_line	511	7	68890
cell_line	511	8	69434
cell_line	511	9	70733
cell_line	511	10	71335
cell_line	511	11	76555
cell_line	511	12	77354
cell_line	511	13	78689
cell_line	511	14	80140
cell_line	511	15	80392
cell_line	511	16	81409
cell_line	511	17	82080
cell_line	511	18	83158
cell_line	511	19	83465
cell_line	512	1	17655
cell_line	512	2	24963
cell_line	512	3	27013
cell_line	512	4	32267
cell_line	512	5	33704
cell_line	512	6	48207
cell_line	512	7	50257
cell_line	512	8	51056
cell_line	512	9	53048
cell_line	512	10	62126
cell_line	512	11	63797
cell_line	512	12	64250
cell_line	512	13	65515
cell_line	512	14	65858
cell_line	512	15	75797
cell_line	512	16	80327
cell_line	512	17	81074
cell_line	512	18	82400
cell_line	512	19	83465
cell_line	513	1	15015
cell_line	513	2	19867
cell_line	513	3	25818
cell_line	513	4	28148
cell_line	513	5	29327
cell_line	513	6	31024
cell_line	513	7	37617
cell_line	513	8	38149
cell_line	513	9	46858
cell_line	513	10	60535
cell_line	513	11	72392
cell_line	513	12	73552
cell_line	513	13	74462
cell_line	513	14	74929
cell_line	513	15	75937
cell_line	513	16	80892
cell_line	513	17	81563
cell_line	513	18	82090
cell_line	513	19	83465
cell_line	514	1	15059
cell_line	514	2	44807
cell_line	514	3	47063
cell_line	514	4	48114
cell_line	514	5	51149
cell_line	514	6	54144
cell_line	514	7	54930
cell_line	514	8	56865
cell_line	514	9	57438
cell_line	514	10	61201
cell_line	514	11	62434
cell_line	514	12	62767
cell_line	514	13	63903
cell_line	514	14	71387
cell_line	514	15	71870
cell_line	514	16	76487
cell_line	514	17	77450
cell_line	514	18	82803
cell_line	514	19	83465
cell_line	515	1	10952
cell_line	515	2	19082
cell_line	515	3	26781
cell_line	515	4	43496
cell_line	515	5	52235
cell_line	515	6	53000
cell_line	515	7	54399
cell_line	515	8	55416
cell_line	515	9	56253
cell_line	515	10	58336
cell_line	515	11	60970
cell_line	515	12	71454
cell_line	515	13	72794
cell_line	515	14	73421
cell_line	515	15	76510
cell_line	515	16	76782
cell_line	515	17	81144
cell_line	515	18	82495
cell_line	515	19	83465
cell_line	516	1	15015
cell_line	516	2	22731
cell_line	516	3	41277
cell_line	516	4	42342
cell_line	516	5	43487
cell_line	516	6	49430
cell_line	516	7	57381
cell_line	516	8	58623
cell_line	516	9	59335
cell_line	516	10	64995
cell_line	516	11	66710
cell_line	516	12	68087
cell_line	516	13	69367
cell_line	516	14	70617
cell_line	516	15	70898
cell_line	516	16	72641
cell_line	516	17	81682
cell_line	516	18	82966
cell_line	516	19	83465
cell_line	517	1	14080
cell_line	517	2	16723
cell_line	517	3	24104
cell_line	517	4	25852
cell_line	517	5	43131
cell_line	517	6	45224
cell_line	517	7	46428
cell_line	517	8	48185
cell_line	517	9	53421
cell_line	517	10	60253
cell_line	517	11	61860
cell_line	517	12	68359
cell_line	517	13	69618
cell_line	517	14	79116
cell_line	517	15	80567
cell_line	517	16	81748
cell_line	517	17	82255
cell_line	517	18	83241
cell_line	517	19	83465
cell_line	518	1	9778
cell_line	518	2	19629
cell_line	518	3	38609
cell_line	518	4	42888
cell_line	518	5	50029
cell_line	518	6	50993
cell_line	518	7	65955
cell_line	518	8	66577
cell_line	518	9	68661
cell_line	518	10	70061
cell_line	518	11	70470
cell_line	518	12	71588
cell_line	518	13	72794
cell_line	518	14	78394
cell_line	518	15	78646
cell_line	518	16	79055
cell_line	518	17	79761
cell_line	518	18	80756
cell_line	518	19	83465
cell_line	519	1	13181
cell_line	519	2	34206
cell_line	519	3	38857
cell_line	519	4	42231
cell_line	519	5	44682
cell_line	519	6	46750
cell_line	519	7	51927
cell_line	519	8	52532
cell_line	519	9	54179
cell_line	519	10	56620
cell_line	519	11	65143
cell_line	519	12	65799
cell_line	519	13	67526
cell_line	519	14	67985
cell_line	519	15	69212
cell_line	519	16	73948
cell_line	519	17	74405
cell_line	519	18	74656
cell_line	519	19	83465
cell_line	520	1	4406
cell_line	520	2	9360
cell_line	520	3	18801
cell_line	520	4	22161
cell_line	520	5	26126
cell_line	520	6	29170
cell_line	520	7	45926
cell_line	520	8	46845
cell_line	520	9	49377
cell_line	520	10	51720
cell_line	520	11	53952
cell_line	520	12	54706
cell_line	520	13	55359
cell_line	520	14	68355
cell_line	520	15	69306
cell_line	520	16	72470
cell_line	520	17	73752
cell_line	520	18	79184
cell_line	520	19	83465
cell_line	521	1	11696
cell_line	521	2	23815
cell_line	521	3	30001
cell_line	521	4	31615
cell_line	521	5	52488
cell_line	521	6	53287
cell_line	521	7	53801
cell_line	521	8	62447
cell_line	521	9	68064
cell_line	521	10	74154
cell_line	521	11	75585
cell_line	521	12	76811
cell_line	521	13	77291
cell_line	521	14	77859
cell_line	521	15	79347
cell_line	521	16	80734
cell_line	521	17	81732
cell_line	521	18	82400
cell_line	521	19	83465
cell_line	522	1	9778
cell_line	522	2	43248
cell_line	522	3	44513
cell_line	522	4	46512
