dataset	source_drug_id	drug_name	canonical_drug	pubchem_cid	inchikey	target	pathway_or_moa
CTRPv2	UNC0638:navitoclax (1:1 mol/mol)	UNC0638:navitoclax (1:1 mol/mol)	NAME:UNC063811			EHMT1;EHMT2;BCL2;BCL2L1;BCL2L2	inhibitor of EHMT2 and GLP methyltransferase;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	Unii-40E3azg1MX	Unii-40E3azg1MX	CID:10390396	10390396	UGQMURPIMYALPH-PZJQAWQVSA-N	IGF1R;INSR	inhibitor of insulin-like growth factor 1 receptor (IGF1R) and insulin receptor (INSR)
CTRPv2	VAF-347	VAF-347	NAME:VAF347			AHR	inhibitor of aryl hydrocarbon receptor
CTRPv2	Valdecoxib	Valdecoxib	CID:119607	119607	LNPDTQAFDNKSHK-UHFFFAOYSA-N	PTGS2	inhibitor of cyclooxygenase-2 (COX2)
CTRPv2	Vandetanib	Vandetanib	CID:3081361	3081361	UHTHHESEBZOYNR-UHFFFAOYSA-N	EGFR;KDR	inhibitor of VEGFR2 and EGFR
CTRPv2	Veliparib dihydrochloride	Veliparib dihydrochloride	CID:11960529	11960529	JNAHVYVRKWKWKQ-CYBMUJFWSA-N	PARP1;PARP2	inhibitor of poly (ADP-ribose) polymerase 1 (PARP1) and 2 (PARP2)
CTRPv2	Vemurafenib	Vemurafenib	CID:42611257	42611257	GPXBXXGIAQBQNI-UHFFFAOYSA-N	BRAF	inhibitor of BRAF
CTRPv2	Venetoclax	Venetoclax	CID:49846579	49846579		BCL2	inhibitor of BCL2
CTRPv2	VER-155008	VER-155008	CID:25195348	25195348	ZXGGCBQORXDVTE-UMCMBGNQSA-N	HSPA1A;HSPA1B;HSPA1L	inhibitor of HSP70
CTRPv2	Vincristine	Vincristine	CID:5978	5978			inhibitor of mictrotubule assembly
CTRPv2	Vorapaxar	Vorapaxar	CID:10077130	10077130		F2R	antagonist of proteinase-activated receptor 1 (PAR1)
CTRPv2	Vorinostat	Vorinostat	CID:5311	5311	WAEXFXRVDQXREF-UHFFFAOYSA-N	HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8
CTRPv2	vorinostat:carboplatin (1:1 mol/mol)	vorinostat:carboplatin (1:1 mol/mol)	NAME:11			HDAC1;HDAC2;HDAC3;HDAC6;HDAC8	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8;inducer of DNA damage
CTRPv2	vorinostat:navitoclax (4:1 mol/mol)	vorinostat:navitoclax (4:1 mol/mol)	NAME:41			HDAC1;HDAC2;HDAC3;HDAC6;HDAC8;BCL2;BCL2L1;BCL2L2	inhibitor of HDAC1, HDAC2, HDAC3, HDAC6, and HDAC8;inhibitor of BCL2, BCL-xL, and BCL-W
CTRPv2	VU0155056	VU0155056	NAME:VU0155056			PLD1;PLD2	inhibitor of phospholipase D1/D2
CTRPv2	WZ4002	WZ4002	CID:44607530	44607530		EGFR	inhibitor of EGFR targeting T790M resistance
CTRPv2	WZ8040	WZ8040	CID:44607531	44607531		EGFR	inhibitor of EGFR targeting T790M resistance
CTRPv2	XL765	XL765	CID:49867926	49867926		MTOR;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PRKDC	inhibitor of mTOR and PI3K kinase acitivities
CTRPv2	YK 4-279	YK 4-279	NAME:YK4279			DHX9;ERG;ETV1	inhibitor of RNA helicase A (RHA) binding to EWS-FLI1; inhibitor of ERG and ETV1 activity
CTRPv2	YL54	YL54	NAME:YL54				stapled helical peptide
CTRPv2	Z-Leu-leu-leu-al	Z-Leu-leu-leu-al	CID:462382	462382	TZYWCYJVHRLUCT-VABKMULXSA-N	PSMB1;PSMB2;PSMB5;PSMD1;PSMD2	inhibitor of the proteosome
CTRPv2	Zebularine	Zebularine	CID:16760709	16760709	RPQZTTQVRYEKCR-JXMHAVLCSA-N	DNMT1	inhibitor of DNA methyltransferases
CTRPv2	ZSTK474	ZSTK474	CID:11647372	11647372		PIK3CB;PIK3CD;PIK3CG	inhibitor of PI3K catalytic subunits beta, delta, and gamma
PRISM	1-Azakenpaullone	1-Azakenpaullone	CID:6538897	6538897	NTSBZVCEIVPKBJ-UHFFFAOYSA-N	CCNB1, CDK1, CDK5, GSK3B	glycogen synthase kinase inhibitor
PRISM	1-naphthyl-PP1	1-naphthyl-PP1	CID:4877	4877	XSHQBIXMLULFEV-UHFFFAOYSA-N	SRC	src inhibitor
PRISM	1-Phenylbiguanide	1-Phenylbiguanide	CID:4780	4780	CUQCMXFWIMOWRP-UHFFFAOYSA-N	HTR3A, HTR3B	serotonin receptor agonist
PRISM	10-Deacetylbaccatin III	10-Deacetylbaccatin III	CID:154272	154272	YWLXLRUDGLRYDR-ZHPRIASZSA-N		antitumor agent
PRISM	10-Hydroxycamptothecin	10-Hydroxycamptothecin	CID:97226	97226	HAWSQZCWOQZXHI-FQEVSTJZSA-N	TOP1	topoisomerase inhibitor
PRISM	Phorbol 12-myristate 13-acetate	Phorbol 12-myristate 13-acetate	CID:27924	27924	PHEDXBVPIONUQT-RGYGYFBISA-N	KCNT2, TRPV4	PKC activator
PRISM	2-Methoxyestradiol	2-Methoxyestradiol	CID:66414	66414	CQOQDQWUFQDJMK-SSTWWWIQSA-N	COMT, CYP19A1, CYP1A1, CYP1B1, HIF1A, TUBB	hypoxia inducible factor inhibitor
PRISM	3-(2,3-Dichlorophenoxy)propyl-(2-hydroxyethyl)azanium	3-(2,3-Dichlorophenoxy)propyl-(2-hydroxyethyl)azanium	CID:2250974	2250974	QVEIRCZEBQRCTR-UHFFFAOYSA-O	BCL2L1	Bcl-XL downregulator
PRISM	2'-MeCCPA	2'-MeCCPA	CID:44292754	44292754	MMPAUXMIDJWGFO-UHFFFAOYSA-N	ADORA1	adenosine receptor agonist
PRISM	3-aminobenzamide	3-aminobenzamide	CID:1645	1645	GSCPDZHWVNUUFI-UHFFFAOYSA-N	PARP1	PARP inhibitor
PRISM	3-Deazaneplanocin	3-Deazaneplanocin	CID:73087	73087	OMKHWTRUYNAGFG-IEBDPFPHSA-N	EZH2	histone lysine methyltransferase inhibitor
PRISM	3'-fluorobenzylspiperone	3'-fluorobenzylspiperone	CID:3248000	3248000	DXZKTRNEOISOCA-UHFFFAOYSA-N	DRD2	dopamine receptor ligand
PRISM	4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine	4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine	CID:5234410	5234410	FTJXZACAQRDRNT-UHFFFAOYSA-N	HTR2A	serotonin receptor antagonist
PRISM	1-(4-Chlorophenyl)guanidine	1-(4-Chlorophenyl)guanidine	CID:2757788	2757788	ZSJNJAJDBNFVCA-UHFFFAOYSA-N	PLAUR	urokinase inhibitor
PRISM	4-hydroxyphenazone	4-hydroxyphenazone	NAME:4				
PRISM	4-IPP	4-IPP	CID:817368	817368	ZTCJXHNJVLUUMR-UHFFFAOYSA-N	MIF	macrophage migration inhibiting factor inhibitor
PRISM	Biochanin A	Biochanin A	CID:5280373	5280373	WUADCCWRTIWANL-UHFFFAOYSA-N	CYP19A1, ESRRA, ESRRB, ESRRG, FASN	protein tyrosine kinase inhibitor
PRISM	4-Methylhistamine	4-Methylhistamine	CID:37463	37463	UGYXPZQILZRKJJ-UHFFFAOYSA-N	HRH4	histamine receptor agonist
PRISM	Pyrimidine-4-carbonitrile	Pyrimidine-4-carbonitrile	CID:10313094	10313094	ZIEWSZYVEDTXGH-UHFFFAOYSA-N		
PRISM	4E1RCat	4E1RCat	CID:78357788	78357788	BBQRBOIMSKMFFO-PGMHBOJBSA-N	EIF4E, EIF4G1	protein synthesis inhibitor
PRISM	5-Fluorouracil	5-Fluorouracil	CID:3385	3385	GHASVSINZRGABV-UHFFFAOYSA-N	DPYD, TYMS	thymidylate synthase inhibitor
PRISM	Desfesoterodine	Desfesoterodine	CID:9819382	9819382	DUXZAXCGJSBGDW-HXUWFJFHSA-N	CHRM3	acetylcholine receptor antagonist
PRISM	7-aminocephalosporanic acid	7-aminocephalosporanic acid	CID:441328	441328	HSHGZXNAXBPPDL-HZGVNTEJSA-N		beta lactamase inhibitor
PRISM	7-Hydroxystaurosporine	7-Hydroxystaurosporine	CID:72271	72271	PBCZSGKMGDDXIJ-HQCWYSJUSA-N	CHEK1, MARK3, PDPK1	CDK inhibitor, CHK inhibitor, PKC inhibitor
PRISM	7-nitroindazole	7-nitroindazole	CID:1893	1893	PQCAUHUKTBHUSA-UHFFFAOYSA-N	NOS1, NOS2, NOS3	nitric oxide synthase inhibitor
PRISM	8-Bromo-cGMP	8-Bromo-cGMP	CID:135419186	135419186	YUFCOOWNNHGGOD-UMMCILCDSA-N	PRKG1	PKA activator
PRISM	8-Hydroxy-pipat	8-Hydroxy-pipat	CID:6142670	6142670	QBXHUZJZYDSLRH-RUDMXATFSA-N	DRD2, DRD3	dopamine receptor ligand
PRISM	9-Aminoacridine	9-Aminoacridine	CID:7019	7019	XJGFWWJLMVZSIG-UHFFFAOYSA-N		
PRISM	A-674563	A-674563	CID:11314340	11314340		AKT1, PKIA, PRKACA	AKT inhibitor
PRISM	A-803467	A-803467	CID:16038374	16038374	VHKBTPQDHDSBSP-UHFFFAOYSA-N	SCN10A	sodium channel blocker
PRISM	A61603	A61603	CID:4038180	4038180	OQFCXJDXHCDLHX-UHFFFAOYSA-N	ADRA1A	adrenergic receptor agonist
PRISM	Abemaciclib	Abemaciclib	CID:46220502	46220502	UZWDCWONPYILKI-UHFFFAOYSA-N	CDK4, CDK6	CDK inhibitor
PRISM	Abiraterone	Abiraterone	CID:132971	132971	GZOSMCIZMLWJML-VJLLXTKPSA-N	CYP11B1, CYP17A1///CYP17A1	androgen biosynthesis inhibitor
PRISM	Abt-702	Abt-702	CID:1973	1973	RQCXKDWOCUJWQZ-UHFFFAOYSA-N	ADK	adenosine kinase inhibitor
PRISM	Abt-737	Abt-737	CID:11228183	11228183	HPLNQCPCUACXLM-PGUFJCEWSA-N	BCL2, BCL2L1, BCL2L2	BCL inhibitor
PRISM	Abt-751	Abt-751	CID:3035714	3035714	URCVCIZFVQDVPM-UHFFFAOYSA-N	TUBB	tubulin polymerization inhibitor
PRISM	AC-264613	AC-264613	CID:25108278	25108278	RQKXQCSEZPQBNZ-QSBCOWLBSA-N	F2RL1	PAR agonist
PRISM	Acdpp	Acdpp	CID:16759169	16759169	RNGRUHWJJPTYNR-UHFFFAOYSA-N	GRM5	glutamate receptor antagonist
PRISM	acesulfame-potassium	acesulfame-potassium	CID:23683747	23683747	WBZFUFAFFUEMEI-UHFFFAOYSA-M		
PRISM	Acetazolamide	Acetazolamide	CID:1986	1986	BZKPWHYZMXOIDC-UHFFFAOYSA-N	AQP1, CA1, CA12, CA14, CA2, CA3, CA4, CA7	carbonic anhydrase inhibitor
PRISM	Acetophenazine	Acetophenazine	CID:17676	17676	WNTYBHLDCKXEOT-UHFFFAOYSA-N	DRD1, DRD2	dopamine receptor antagonist
PRISM	Acetylcysteine	Acetylcysteine	CID:12035	12035	PWKSKIMOESPYIA-BYPYZUCNSA-N	ACY1, CHUK, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GSS, IKBKB, RELA, SLC7A11	mucolytic agent
PRISM	Acetylsalicylsalicylic acid	Acetylsalicylsalicylic acid	CID:10745	10745	DDSFKIFGAPZBSR-UHFFFAOYSA-N		cyclooxygenase inhibitor
PRISM	Acipimox	Acipimox	CID:5310993	5310993	DJQOOSBJCLSSEY-UHFFFAOYSA-N	HCAR2	cholesterol inhibitor
PRISM	Acivicin	Acivicin	CID:294641	294641	QAWIHIJWNYOLBE-OKKQSCSOSA-N	CTPS1	gamma glutamyltransferase Inhibitors
PRISM	ACY-1215	ACY-1215	CID:53340666	53340666	QGZYDVAGYRLSKP-UHFFFAOYSA-N	HDAC1, HDAC2, HDAC3, HDAC6, HDAC8	HDAC inhibitor
PRISM	Adapalene	Adapalene	CID:60164	60164	LZCDAPDGXCYOEH-UHFFFAOYSA-N	RARA, RARB, RARG, RXRA, RXRB, RXRG	retinoid receptor agonist
PRISM	alpha-D-Glucose-6-phosphate	alpha-D-Glucose-6-phosphate	CID:439284	439284	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	IGF2R, M6PR	TGF beta receptor inhibitor
PRISM	Adarotene	Adarotene	CID:9864378	9864378	QAWBIEIZDDIEMW-FPYGCLRLSA-N	RARB, RARG	retinoid receptor agonist
PRISM	Adefovir dipivoxil	Adefovir dipivoxil	CID:60871	60871	WOZSCQDILHKSGG-UHFFFAOYSA-N		DNA polymerase inhibitor
PRISM	ADL5859	ADL5859	CID:11417954	11417954	OPIKUXLJQFYMSC-UHFFFAOYSA-N	OPRD1	opioid receptor agonist
PRISM	AEE788	AEE788	CID:10297043	10297043	OONFNUWBHFSNBT-HXUWFJFHSA-N	EGFR, ERBB2, ERBB4, FGFR2, FGFR3, KDR	EGFR inhibitor, VEGFR inhibitor
PRISM	AEG3482	AEG3482	CID:698112	698112	MQUYTXDAVCOCMX-UHFFFAOYSA-N		HSP inducer
PRISM	Afatinib	Afatinib	CID:10184653	10184653	ULXXDDBFHOBEHA-CWDCEQMOSA-N	EGFR, ERBB2, ERBB4	EGFR inhibitor
PRISM	Fabomotizole	Fabomotizole	CID:9862937	9862937	WWNUCVSRRUDYPP-UHFFFAOYSA-N		anxiolytic
PRISM	AG14361	AG14361	CID:9840076	9840076	SEKJSSBJKFLZIT-UHFFFAOYSA-N	PARP1	PARP inhibitor
PRISM	Ajmaline	Ajmaline	CID:6100671	6100671	CJDRUOGAGYHKKD-RQBLFBSQSA-N	SCN5A	sodium channel blocker
PRISM	Albendazole	Albendazole	CID:2082	2082	HXHWSAZORRCQMX-UHFFFAOYSA-N	TUBA1A, TUBB, TUBB4B	tubulin polymerization inhibitor
PRISM	Alectinib	Alectinib	CID:49806720	49806720		ALK, MET	ALK tyrosine kinase receptor inhibitor
PRISM	Alexidine	Alexidine	CID:2090	2090	LFVVNPBBFUSSHL-UHFFFAOYSA-N	PTPMT1	phosphatidylglycerophosphatase inhibitor
PRISM	Alfacalcidol	Alfacalcidol	CID:5282181	5282181	OFHCOWSQAMBJIW-AVJTYSNKSA-N	CYP27B1, VDR	vitamin D receptor agonist
PRISM	Alisertib	Alisertib	CID:24771867	24771867		AURKA	Aurora kinase inhibitor
PRISM	Almorexant	Almorexant	CID:23727689	23727689	DKMACHNQISHMDN-RPLLCQBOSA-N	HCRTR1, HCRTR2	orexin receptor antagonist
PRISM	Alogliptin	Alogliptin	CID:11450633	11450633	ZSBOMTDTBDDKMP-OAHLLOKOSA-N	DPP4	dipeptidyl peptidase inhibitor
PRISM	Alpelisib	Alpelisib	CID:56649450	56649450		PIK3CA, PIK3CB, PIK3CD, PIK3CG	PI3K inhibitor
PRISM	Altretamine	Altretamine	CID:2123	2123	UUVWYPNAQBNQJQ-UHFFFAOYSA-N		DNA synthesis inhibitor
PRISM	Alvespimycin	Alvespimycin	CID:5288674	5288674	KUFRQPKVAWMTJO-LMZWQJSESA-N	HSP90AA1	HSP inhibitor
PRISM	Alvocidib	Alvocidib	CID:5287969	5287969		CDK1, CDK2, CDK4, CDK5, CDK6, CDK7, CDK8, CDK9, EGFR, PYGM	CDK inhibitor
PRISM	AM-251	AM-251	CID:2125	2125	BUZAJRPLUGXRAB-UHFFFAOYSA-N	CNR1, GPR18, GPR55	cannabinoid receptor antagonist
PRISM	AM-404	AM-404	CID:6604822	6604822	IJBZOOZRAXHERC-DOFZRALJSA-N	CNR1, CNR2, FAAH, TRPV1	cyclooxygenase inhibitor, FAAH inhibitor, TRPV antagonist
PRISM	AM-580	AM-580	CID:2126	2126	SZWKGOZKRMMLAJ-UHFFFAOYSA-N	RARA	retinoid receptor agonist
PRISM	Ambazone	Ambazone	CID:1549158	1549158	ANZIOUQAFBXNHU-UHFFFAOYSA-N		DNA damage inducer
PRISM	Amfenac	Amfenac	CID:2136	2136	SOYCMDCMZDHQFP-UHFFFAOYSA-N	PTGS1, PTGS2	cyclooxygenase inhibitor
PRISM	AMG-208	AMG-208	CID:24864821	24864821	HEAIZQNMNCHNFD-UHFFFAOYSA-N	MET	tyrosine kinase inhibitor
PRISM	AMG-232	AMG-232	CID:58573469	58573469	DRLCSJFKKILATL-YWCVFVGNSA-N	MDM2	MDM inhibitor
PRISM	AMG-458	AMG-458	CID:24764449	24764449	GLBZSOQDAOLMGC-UHFFFAOYSA-N	MET	MET inhibitor
PRISM	AMG-900	AMG-900	CID:24856041	24856041	IVUGFMLRJOCGAS-UHFFFAOYSA-N	AURKA, AURKB, AURKC	Aurora kinase inhibitor
PRISM	Aminoglutethimide	Aminoglutethimide	CID:2145	2145	ROBVIMPUHSLWNV-UHFFFAOYSA-N	CYP11A1, CYP19A1	glucocorticoid receptor antagonist
PRISM	Aminopurvalanol A	Aminopurvalanol A	CID:6604931	6604931	RAMROQQYRRQPDL-HNNXBMFYSA-N	CDK1, CDK2, CDK5, CDK6	CDK inhibitor, tyrosine kinase inhibitor
PRISM	Amisulpride	Amisulpride	CID:2159	2159	NTJOBXMMWNYJFB-UHFFFAOYSA-N	DRD2, DRD3, HTR2A, HTR7	dopamine receptor antagonist
PRISM	Ammonium-lactate	Ammonium-lactate	CID:155903690	155903690	RZOBLYBZQXQGFY-HSHFZTNMSA-N	HCAR1	
PRISM	Amonafide	Amonafide	CID:50515	50515	UPALIKSFLSVKIS-UHFFFAOYSA-N	TOP2A, TOP2B	topoisomerase inhibitor
PRISM	Amoxicillin	Amoxicillin	CID:33613	33613	LSQZJLSUYDQPKJ-NJBDSQKTSA-N	CYP2C19, SLC15A1, SLC15A2, SLC22A6	penicillin binding protein inhibitor
PRISM	Amprolio	Amprolio	CID:73341	73341	LCTXBFGHZLGBNU-UHFFFAOYSA-M		thiamine uptake blocker
PRISM	Amsacrine	Amsacrine	CID:2179	2179	XCPGHVQEEXUHNC-UHFFFAOYSA-N	KCNH2, TOP2A	topoisomerase inhibitor
PRISM	Anagrelide	Anagrelide	CID:135409400	135409400	OTBXOEAOVRKTNQ-UHFFFAOYSA-N	PDE3A	phosphodiesterase inhibitor
PRISM	Anastrozole	Anastrozole	CID:2187	2187	YBBLVLTVTVSKRW-UHFFFAOYSA-N	CYP19A1	aromatase inhibitor
PRISM	Anguidin	Anguidin	CID:422111	422111	AUGQEEXBDZWUJY-UHFFFAOYSA-N	SLC5A1	protein synthesis inhibitor
PRISM	Anisomycin	Anisomycin	CID:253602	253602	YKJYKKNCCRKFSL-RDBSUJKOSA-N	NHP2L1, RPL10L, RPL11, RPL13A, RPL15, RPL19, RPL23, RPL23A, RPL26L1, RPL3, RPL37, RPL8, RSL24D1	DNA synthesis inhibitor
PRISM	Rimiducid	Rimiducid	CID:16135625	16135625	GQLCLPLEEOUJQC-ZTQDTCGGSA-N		
PRISM	AP26113	AP26113	CID:57390074	57390074	OVDSPTSBIQCAIN-UHFFFAOYSA-N	ALK, EGFR	ALK tyrosine kinase receptor inhibitor
PRISM	Apatinib	Apatinib	CID:11315474	11315474	WPEWQEMJFLWMLV-UHFFFAOYSA-N	CSK, KDR, KIT, RET	RET tyrosine kinase inhibitor
PRISM	Aphidicolin	Aphidicolin	CID:2210	2210	NOFOAYPPHIUXJR-UHFFFAOYSA-N		RNA synthesis inhibitor
PRISM	PDK1 inhibitor AR-12	PDK1 inhibitor AR-12	CID:10027278	10027278	YULUCECVQOCQFQ-UHFFFAOYSA-N	PDPK1	phosphoinositide dependent kinase inhibitor
PRISM	AR-42	AR-42	CID:6918848	6918848		HDAC1	HDAC inhibitor
PRISM	Arctigenin	Arctigenin	CID:64981	64981	NQWVSMVXKMHKTF-JKSUJKDBSA-N	CHUK, MAP2K1	MEK inhibitor
PRISM	Arcyriaflavin a	Arcyriaflavin a	CID:5327723	5327723	KAJXOWFGKYKMMZ-UHFFFAOYSA-N	CCND1, CDK4	CDK inhibitor
PRISM	Aripiprazole	Aripiprazole	CID:60795	60795	CEUORZQYGODEFX-UHFFFAOYSA-N	ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR2A, HTR2C, HTR3A, HTR6, HTR7	serotonin receptor agonist, serotonin receptor antagonist
PRISM	Varlitinib	Varlitinib	CID:42642648	42642648	UWXSAYUXVSFDBQ-CYBMUJFWSA-N	ERBB2	EGFR inhibitor
PRISM	Artemisinin	Artemisinin	CID:68827	68827	BLUAFEHZUWYNDE-NNWCWBAJSA-N	CYP2B6	DNA synthesis inhibitor
PRISM	Artesunate	Artesunate	CID:6917864	6917864	FIHJKUPKCHIPAT-AHIGJZGOSA-N		DNA synthesis inhibitor
PRISM	AS-1949490	AS-1949490	CID:44473434	44473434	RFZPGNRLOKVZJY-AWEZNQCLSA-N	INPP5D	SHIP2 phosphatase inhibitor
PRISM	Pimasertib	Pimasertib	CID:44187362	44187362	VIUAUNHCRHHYNE-JTQLQIEISA-N	MAP2K1, MAP2K2	MEK inhibitor
PRISM	Aspirin	Aspirin	CID:2244	2244	BSYNRYMUTXBXSQ-UHFFFAOYSA-N	AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, PTGS1, PTGS2, RPS6KA3, TP53	cyclooxygenase inhibitor
PRISM	AST-1306	AST-1306	CID:24739943	24739943	MVZGYPSXNDCANY-UHFFFAOYSA-N	EGFR, ERBB2	EGFR inhibitor
PRISM	Astemizole	Astemizole	CID:2247	2247	GXDALQBWZGODGZ-UHFFFAOYSA-N	HRH1, KCNH1, KCNH2	histamine receptor antagonist
PRISM	N,N-Dimethylarginine	N,N-Dimethylarginine	CID:123831	123831	YDGMGEXADBMOMJ-LURJTMIESA-N	NOS2, NOS3	nitric oxide synthase inhibitor
PRISM	AT-7519	AT-7519	CID:11338033	11338033		CDK1, CDK2, CDK4, CDK5, CDK6, CDK9	CDK inhibitor
PRISM	AT-9283	AT-9283	CID:135398495	135398495	LOLPPWBBNUVNQZ-UHFFFAOYSA-N	AURKA, AURKB, JAK2, JAK3, RPS6KA6, STK17A	Aurora kinase inhibitor, JAK inhibitor
PRISM	Onalespib	Onalespib	CID:11955716	11955716		HSP90AA1	HSP antagonist
PRISM	AT7867	AT7867	CID:11175137	11175137		AKT2, GSK3B, PKIA, PRKACA	AKT inhibitor
PRISM	Esatenolol	Esatenolol	CID:175540	175540	METKIMKYRPQLGS-LBPRGKRZSA-N		adrenergic receptor antagonist
PRISM	Atenolol-(+/-)	Atenolol-(+/-)	NAME:A			ADRB1, ADRB2	adrenergic receptor antagonist
PRISM	Atipamezole	Atipamezole	CID:71310	71310	HSWPZIDYAHLZDD-UHFFFAOYSA-N		adrenergic receptor antagonist
PRISM	Atiprimod	Atiprimod	CID:129869	129869	SERHTTSLBVGRBY-UHFFFAOYSA-N	JAK2, STAT3	JAK inhibitor, STAT inhibitor
PRISM	Atorvastatin	Atorvastatin	CID:60823	60823	XUKUURHRXDUEBC-KAYWLYCHSA-N	AHR, DPP4, HMGCR	HMGCR inhibitor
PRISM	aurora-a-inhibitor-i	aurora-a-inhibitor-i	CID:44139710	44139710	AKSIZPIFQAYJGF-UHFFFAOYSA-N	AURKA	Aurora kinase inhibitor
PRISM	AV-412	AV-412	CID:11700696	11700696	GTWJVFFZCKODEV-UHFFFAOYSA-N	EGFR, ERBB2	protein tyrosine kinase inhibitor
PRISM	Avanafil	Avanafil	CID:9869929	9869929	WEAJZXNPAWBCOA-INIZCTEOSA-N	PDE5A	phosphodiesterase inhibitor
PRISM	Spebrutinib	Spebrutinib	CID:59174488	59174488	KXBDTLQSDKGAEB-UHFFFAOYSA-N	BTK, YES1	Bruton's tyrosine kinase (BTK) inhibitor
PRISM	Avn-944	Avn-944	CID:9918559	9918559	GYCPCOJTCINIFZ-OXJNMPFZSA-N	IMPDH1, IMPDH2	inosine monophosphate dehydrogenase inhibitor
PRISM	Axitinib	Axitinib	CID:6450551	6450551	RITAVMQDGBJQJZ-FMIVXFBMSA-N	CSF1, FLT1, FLT4, KDR, PLK4	PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor
PRISM	AZ-628	AZ-628	CID:11676786	11676786	ZGBGPEDJXCYQPH-UHFFFAOYSA-N	BRAF, RAF1	RAF inhibitor
PRISM	AZ20	AZ20	CID:46244454	46244454		ATR, MTOR	ATR kinase inhibitor
PRISM	AZ-3146	AZ-3146	CID:56973724	56973724			monopolar spindle 1 kinase inhibitor
PRISM	AZ960	AZ960	CID:25099184	25099184	SUNXHXDJOIXABJ-NSHDSACASA-N	JAK2	JAK inhibitor
PRISM	Azacitidine	Azacitidine	CID:9444	9444	NMUSYJAQQFHJEW-KVTDHHQDSA-N	DNMT1, DNMT3A	DNA methyltransferase inhibitor
PRISM	Elaiophylin	Elaiophylin	CID:155816671	155816671	OSERMIPXNLXAPD-BMJPDPRUSA-N		bacterial 50S ribosomal subunit inhibitor
PRISM	Azathioprine	Azathioprine	CID:2265	2265	LMEKQMALGUDUQG-UHFFFAOYSA-N	HPRT1, IMPDH1, PPAT	dehydrogenase inhibitor
PRISM	Azd-1480	Azd-1480	CID:16659841	16659841		JAK1, JAK2, JAK3	JAK inhibitor
PRISM	AZD2014	AZD2014	CID:25262792	25262792		MTOR	mTOR inhibitor
PRISM	AZD-2461	AZD-2461	CID:44199317	44199317	HYNBNUYQTQIHJK-UHFFFAOYSA-N		PARP inhibitor
PRISM	AZD-2858	AZD-2858	NAME:AZD2858			GSK3B	glycogen synthase kinase inhibitor
PRISM	AZD-3463	AZD-3463	CID:56599293	56599293	GCYIGMXOIWJGBU-UHFFFAOYSA-N	ALK, IGF1R	ALK tyrosine kinase receptor inhibitor, insulin growth factor receptor inhibitor
PRISM	Azd4547	Azd4547	CID:51039095	51039095		FGFR1, FGFR2, FGFR3, FGFR4, IGF1R, KDR	FGFR inhibitor
PRISM	Capivasertib	Capivasertib	CID:25227436	25227436	JDUBGYFRJFOXQC-KRWDZBQOSA-N	AKT1, AKT2, AKT3	AKT inhibitor
PRISM	AZD5438	AZD5438	CID:16747683	16747683		KCNH2	CDK inhibitor
PRISM	AZD6482	AZD6482	CID:44137675	44137675	IRTDIKMSKMREGO-OAHLLOKOSA-N	PIK3CA, PIK3CB, PIK3CD, PIK3CG	PI3K inhibitor
PRISM	AZD7762	AZD7762	CID:11152667	11152667	IAYGCINLNONXHY-LBPRGKRZSA-N	CHEK1, CHEK2	CHK inhibitor
PRISM	AZD8055	AZD8055	CID:25262965	25262965	KVLFRAWTRWDEDF-IRXDYDNUSA-N	MTOR	mTOR inhibitor
PRISM	AZD8330	AZD8330	CID:16666708	16666708	RWEVIPRMPFNTLO-UHFFFAOYSA-N		MEK inhibitor
PRISM	Sapitinib	Sapitinib	CID:11488320	11488320	DFJSJLGUIXFDJP-UHFFFAOYSA-N	EGFR, ERBB2, ERBB3	EGFR inhibitor
PRISM	Alvelestat	Alvelestat	CID:46861623	46861623	QNQZWEGMKJBHEM-UHFFFAOYSA-N	ELANE	elastase inhibitor
PRISM	Azilsartan	Azilsartan	CID:135415867	135415867	KGSXMPPBFPAXLY-UHFFFAOYSA-N	AGTR1, AGTR2	angiotensin receptor antagonist
PRISM	Azithromycin	Azithromycin	CID:447043	447043	MQTOSJVFKKJCRP-BICOPXKESA-N	MLNR	bacterial 50S ribosomal subunit inhibitor
PRISM	Azodicarbonamide	Azodicarbonamide	CID:5462814	5462814	XOZUGNYVDXMRKW-AATRIKPKSA-N		DNA synthesis inhibitor
