dataset	source_drug_id	drug_name	canonical_drug	pubchem_cid	inchikey	target	pathway_or_moa
PRISM	Diclazuril	Diclazuril	CID:456389	456389	ZSZFUDFOPOMEET-UHFFFAOYSA-N		antiprotozoal agent
PRISM	Dicyclomine	Dicyclomine	CID:3042	3042	CURUTKGFNZGFSE-UHFFFAOYSA-N	CHRM1, CHRM2, CHRM3	acetylcholine receptor antagonist
PRISM	Dienogest	Dienogest	CID:68861	68861	AZFLJNIPTRTECV-FUMNGEBKSA-N	PGR	progesterone receptor agonist
PRISM	Difluprednate	Difluprednate	CID:443936	443936	WYQPLTPSGFELIB-JTQPXKBDSA-N	NR3C1	glucocorticoid receptor agonist
PRISM	Digitoxigenin	Digitoxigenin	CID:4369270	4369270	XZTUSOXSLKTKJQ-CESUGQOBSA-N	ATP1A1	ATPase inhibitor
PRISM	Digitoxin	Digitoxin	CID:441207	441207	WDJUZGPOPHTGOT-XUDUSOBPSA-N	ATP1A1	ATPase inhibitor
PRISM	Digoxigenin	Digoxigenin	CID:15478	15478	SHIBSTMRCDJXLN-KCZCNTNESA-N		steroid
PRISM	Digoxin	Digoxin	CID:2724385	2724385	LTMHDMANZUZIPE-PUGKRICDSA-N	ATP1A1	ATPase inhibitor
PRISM	dihydroartemisinin	dihydroartemisinin	CID:3000518	3000518	BJDCWCLMFKKGEE-ISOSDAIHSA-N		antimalarial agent
PRISM	Dihydroergocristine	Dihydroergocristine	CID:107715	107715	DEQITUUQPICUMR-HJPBWRTMSA-N	ADRA1A, ADRB1, DRD1, DRD2, DRD3, DRD4, DRD5, HTR1A, HTR2A, HTR3A, HTR4, HTR5A, HTR6, HTR7	adrenergic receptor antagonist, prolactin inhibitor
PRISM	Dihydromyricetin	Dihydromyricetin	CID:161557	161557	KJXSIXMJHKAJOD-LSDHHAIUSA-N		
PRISM	Dimethisoquin	Dimethisoquin	CID:6857	6857	XNMYNYSCEJBRPZ-UHFFFAOYSA-N		local anesthetic
PRISM	Dinaciclib	Dinaciclib	CID:46926350	46926350		CDK1, CDK2, CDK5, CDK9	CDK inhibitor
PRISM	Dioscin	Dioscin	CID:119245	119245	VNONINPVFQTJOC-ZGXDEBHDSA-N	CXCR3	apoptosis stimulant
PRISM	Diphemanil	Diphemanil	CID:6127	6127	LCTZPQRFOZKZNK-UHFFFAOYSA-N	CHRM3	acetylcholine receptor antagonist
PRISM	Diphenyleneiodonium	Diphenyleneiodonium	CID:3101	3101	QFXKXRXFBRLLPQ-UHFFFAOYSA-N	NOS2, NOS3	nitric oxide synthase inhibitor
PRISM	Dirithromycin	Dirithromycin	CID:6473883	6473883	WLOHNSSYAXHWNR-DWIOZXRMSA-N		bacterial 50S ribosomal subunit inhibitor
PRISM	Disulfiram	Disulfiram	CID:3117	3117	AUZONCFQVSMFAP-UHFFFAOYSA-N	ALDH2, DBH	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist
PRISM	DMH1	DMH1	CID:50997747	50997747	JMIFGARJSWXZSH-UHFFFAOYSA-N	ACVR1	ALK tyrosine kinase receptor inhibitor
PRISM	Docetaxel	Docetaxel	CID:148124	148124	ZDZOTLJHXYCWBA-VCVYQWHSSA-N	BCL2, MAP2, MAP4, MAPT, NR1I2, TUBB, TUBB1	tubulin polymerization inhibitor
PRISM	Dofetilide	Dofetilide	CID:71329	71329	IXTMWRCNAAVVAI-UHFFFAOYSA-N	KCNH1, KCNH2, KCNJ12, KCNK2	potassium channel blocker
PRISM	Dolastatin 10	Dolastatin 10	CID:9810929	9810929	OFDNQWIFNXBECV-VFSYNPLYSA-N	TUBB	tubulin polymerization inhibitor
PRISM	Dolutegravir	Dolutegravir	CID:54726191	54726191	RHWKPHLQXYSBKR-BMIGLBTASA-N	CYP3A4, CYP3A5, CYP3A7, POU2F2, UGT1A1	HIV integrase inhibitor
PRISM	Domiphen	Domiphen	CID:3149	3149	YXUPZGKORWTXID-UHFFFAOYSA-N		
PRISM	Domperidone	Domperidone	CID:3151	3151	FGXWKSZFVQUSTL-UHFFFAOYSA-N	DRD2, DRD3	dopamine receptor antagonist
PRISM	Dorzolamide	Dorzolamide	CID:5284549	5284549	IAVUPMFITXYVAF-XPUUQOCRSA-N	CA1, CA12, CA14, CA2, CA4, CA7	carbonic anhydrase inhibitor
PRISM	Dovitinib	Dovitinib	CID:9886808	9886808	KCOYQXZDFIIGCY-ZZEZOPTASA-N	CSF1R, EGFR, FGFR1, FGFR2, FGFR3, FLT1, FLT3, FLT4, INSR, KDR, KIT, PDGFRA, PDGFRB	EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor
PRISM	Doxercalciferol	Doxercalciferol	CID:5281107	5281107	HKXBNHCUPKIYDM-CGMHZMFXSA-N	VDR	vitamin D receptor agonist
PRISM	Doxifluridine	Doxifluridine	CID:18343	18343	ZWAOHEXOSAUJHY-ZIYNGMLESA-N	TYMS	thymidylate synthase inhibitor
PRISM	Doxorubicin	Doxorubicin	CID:32874	32874	MWWSFMDVAYGXBV-FGBJBKNOSA-N	TOP2A	topoisomerase inhibitor
PRISM	Doxycycline	Doxycycline	CID:54671203	54671203	SGKRLCUYIXIAHR-AKNGSSGZSA-N	MMP8	metalloproteinase inhibitor
PRISM	DPI-201106	DPI-201106	CID:5190	5190	BYBYHCOEAFHGJL-UHFFFAOYSA-N	ADRB2	sodium channel activator
PRISM	Dronedarone	Dronedarone	CID:208898	208898	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, KCNA5, KCNH2, KCNK2, SCN1A	adrenergic receptor antagonist
PRISM	Drospirenone	Drospirenone	CID:68873	68873	METQSPRSQINEEU-HXCATZOESA-N	AR, NR3C2, PGR	mineralocorticoid receptor antagonist
PRISM	Arg-gly-asp-ser	Arg-gly-asp-ser	CID:107775	107775	NNRFRJQMBSBXGO-CIUDSAMLSA-N	ITGA2B, ITGB3	structural glycoprotein antagonist
PRISM	Noopept	Noopept	CID:180496	180496	PJNSMUBMSNAEEN-AWEZNQCLSA-N		
PRISM	E-7449	E-7449	CID:135565981	135565981	JLFSBHQQXIAQEC-UHFFFAOYSA-N	PARP1, PARP2, TNKS, TNKS2	PARP inhibitor
PRISM	Ebastine	Ebastine	CID:3191	3191	MJJALKDDGIKVBE-UHFFFAOYSA-N	CYP3A4, HRH1	histamine receptor antagonist
PRISM	Ecamsule-triethanolamine	Ecamsule-triethanolamine	CID:131634633	131634633	HEAHZSUCFKFERC-MPPVQRIUSA-N		
PRISM	Echinomycin	Echinomycin	CID:3197	3197	AUJXLBOHYWTPFV-UHFFFAOYSA-N		DNA intercalating agent
PRISM	Efonidipine-Monoethanolate	Efonidipine-Monoethanolate	NAME:EM			CACNA1C, CACNA1G	L-type calcium channel blocker, T-type calcium channel blocker
PRISM	Elacridar	Elacridar	CID:119373	119373	OSFCMRGOZNQUSW-UHFFFAOYSA-N	ABCB1	P glycoprotein inhibitor
PRISM	Elesclomol	Elesclomol	CID:300471	300471	BKJIXTWSNXCKJH-UHFFFAOYSA-N	HSPA1A	oxidative stress inducer
PRISM	Eltrombopag	Eltrombopag	CID:135449332	135449332	SVOQIEJWJCQGDQ-UHFFFAOYSA-N	MPL	thrombopoietin receptor agonist
PRISM	Embelin	Embelin	CID:3218	3218		XIAP	HCV inhibitor, XIAP inhibitor
PRISM	EMD-53998	EMD-53998	CID:187079	187079	IZLRMTJLQCLMKF-UHFFFAOYSA-N	TNNC1	phosphodiesterase inhibitor
PRISM	Emetine	Emetine	CID:10219	10219	AUVVAXYIELKVAI-CKBKHPSWSA-N	RPS2	protein synthesis inhibitor
PRISM	IWR-1-endo	IWR-1-endo	CID:44483163	44483163	ZGSXEXBYLJIOGF-ALFLXDJESA-N	TNKS, TNKS2	PARP inhibitor
PRISM	ENMD-2076	ENMD-2076	CID:16041424	16041424	BLQYVHBZHAISJM-CMDGGOBGSA-N	AURKA, FLT3, KDR, PDGFRA, PTK2, SRC	Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor
PRISM	Enocitabine	Enocitabine	CID:71734	71734	SAMRUMKYXPVKPA-VFKOLLTISA-N	CMPK1, RRM1, TYMS	DNA synthesis inhibitor
PRISM	Enoximone	Enoximone	CID:53708	53708	ZJKNESGOIKRXQY-UHFFFAOYSA-N	PDE3A	phosphodiesterase inhibitor
PRISM	Entinostat	Entinostat	CID:4261	4261	INVTYAOGFAGBOE-UHFFFAOYSA-N	HDAC1, HDAC2, HDAC3, HDAC9	HDAC inhibitor
PRISM	Enzalutamide	Enzalutamide	CID:15951529	15951529	WXCXUHSOUPDCQV-UHFFFAOYSA-N	AR	androgen receptor antagonist
PRISM	Epiandrosterone	Epiandrosterone	CID:441302	441302	QGXBDMJGAMFCBF-LUJOEAJASA-N	G6PD	steroid
PRISM	Epinastine	Epinastine	CID:3241	3241	WHWZLSFABNNENI-UHFFFAOYSA-N	ADRA1A, ADRA2A, HRH1, HRH2, HTR2A, HTR7	histamine receptor antagonist
PRISM	Epinephrine	Epinephrine	CID:5816	5816	UCTWMZQNUQWSLP-VIFPVBQESA-N	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, PAH, TNF	adrenergic receptor agonist, neurotransmitter
PRISM	Epirubicin	Epirubicin	CID:41867	41867	AOJJSUZBOXZQNB-VTZDEGQISA-N	CHD1, TOP2A	topoisomerase inhibitor
PRISM	Eplerenone	Eplerenone	CID:443872	443872	JUKPWJGBANNWMW-VWBFHTRKSA-N	NR3C2	cytochrome P450 inhibitor
PRISM	Epothilone A	Epothilone A	CID:448799	448799	HESCAJZNRMSMJG-KKQRBIROSA-N		microtubule stabilizing agent
PRISM	Epothilone B	Epothilone B	CID:448013	448013		TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	microtubule stabilizing agent, tubulin polymerization inhibitor
PRISM	Epothilone D	Epothilone D	CID:447865	447865	XOZIUKBZLSUILX-GIQCAXHBSA-N	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	microtubule stabilizing agent, tubulin polymerization inhibitor
PRISM	Eprinex	Eprinex	CID:6450531	6450531	WPNHOHPRXXCPRA-TVXIRPTOSA-N		benzodiazepine receptor agonist
PRISM	Eprobemide	Eprobemide	CID:65659	65659	YYFGRAGNYHYWEZ-UHFFFAOYSA-N	MAOA	monoamine oxidase inhibitor
PRISM	Eprosartan	Eprosartan	CID:5281037	5281037	OROAFUQRIXKEMV-LDADJPATSA-N	AGTR1	angiotensin receptor antagonist
PRISM	Eptifibatide	Eptifibatide	CID:448812	448812	CZKPOZZJODAYPZ-LROMGURASA-N	ITGA2B, ITGB3	platelet aggregation inhibitor
PRISM	EPZ5676	EPZ5676	CID:57345410	57345410	LXFOLMYKSYSZQS-XKHGBIBOSA-N	DOT1L	histone lysine methyltransferase inhibitor
PRISM	Equol	Equol	CID:91469	91469	ADFCQWZHKCXPAJ-GFCCVEGCSA-N	ESR1, ESR2	estrogen receptor agonist
PRISM	ER-27319	ER-27319	CID:9799508	9799508	IIELZHYJYZBSGG-UHFFFAOYSA-N	SYK	mediator release inhibitor, SYK inhibitor
PRISM	Erastin	Erastin	CID:11214940	11214940	BKQFRNYHFIQEKN-UHFFFAOYSA-N	VDAC2	ion channel antagonist
PRISM	Ercalcitriol	Ercalcitriol	CID:9547243	9547243	ZGLHBRQAEXKACO-XJRQOBMKSA-N	VDR	vitamin D receptor agonist
PRISM	Erdafitinib	Erdafitinib	CID:67462786	67462786	OLAHOMJCDNXHFI-UHFFFAOYSA-N	FGFR1, FGFR2, FGFR3, FGFR4	FGFR inhibitor
PRISM	Erlotinib	Erlotinib	CID:176871	176871	GTTBEUCJPZQMDZ-UHFFFAOYSA-N	EGFR, NR1I2	EGFR inhibitor
PRISM	Erteberel	Erteberel	CID:10286159	10286159	XIESSJVMWNJCGZ-VKJFTORMSA-N	ESR1, ESR2	estrogen receptor agonist
PRISM	Erythritol	Erythritol	CID:222285	222285	UNXHWFMMPAWVPI-ZXZARUISSA-N		
PRISM	Estradiol	Estradiol	CID:5757	5757	VOXZDWNPVJITMN-ZBRFXRBCSA-N	ESR1, ESR2, GPER1, KCNMA1, NR1I2	estrogen receptor agonist
PRISM	Estradiol benzoate	Estradiol benzoate	CID:222757	222757	UYIFTLBWAOGQBI-BZDYCCQFSA-N	ESR1	contraceptive agent
PRISM	Estradiol cypionate	Estradiol cypionate	CID:9403	9403	UOACKFBJUYNSLK-XRKIENNPSA-N	ESR1	estrogen receptor agonist
PRISM	Estramustine phosphate	Estramustine phosphate	CID:259329	259329	ADFOJJHRTBFFOF-RBRWEJTLSA-N	ESR1, ESR2, MAP1A, MAP2	DNA alkylating agent///DNA synthesis inhibitor, microtubule inhibitor
PRISM	Estrone	Estrone	CID:5870	5870	DNXHEGUUPJUMQT-CBZIJGRNSA-N	ESR1, ESR2	estrogen receptor agonist, estrogenic hormone
PRISM	Ethacridine lactate monohydrate	Ethacridine lactate monohydrate	CID:165457	165457	NYEPHMYJRNWPLA-UHFFFAOYSA-N		DNA intercalating agent
PRISM	Ethinyl estradiol	Ethinyl estradiol	CID:5991	5991	BFPYWIDHMRZLRN-SLHNCBLASA-N	ESR1, ESR2, NR1I2	estrogen receptor agonist, estrogenic hormone
PRISM	Etofylline clofibrate	Etofylline clofibrate	CID:41109	41109	KYAKGJDISSNVPZ-UHFFFAOYSA-N	PPARA	platelet aggregation inhibitor
PRISM	Etomoxir	Etomoxir	CID:123823	123823	DZLOHEOHWICNIL-UHFFFAOYSA-N	CPT1A	carnitine palmitoyltransferase inhibitor
PRISM	Etoposide	Etoposide	CID:36462	36462	VJJPUSNTGOMMGY-MRVIYFEKSA-N	TOP2A, TOP2B///TOP2A	topoisomerase inhibitor
PRISM	ETP-46464	ETP-46464	CID:72199292	72199292			ATR kinase inhibitor
PRISM	Evacetrapib	Evacetrapib	CID:49836058	49836058	IHIUGIVXARLYHP-UXNJHFGPSA-N	CETP	cholesteryl ester transfer protein inhibitor
PRISM	Everolimus	Everolimus	CID:6442177	6442177	HKVAMNSJSFKALM-GKUWKFKPSA-N	MTOR	mTOR inhibitor
PRISM	Evodiamine	Evodiamine	CID:442088	442088	TXDUTHBFYKGSAH-SFHVURJKSA-N	TRPV1	ATPase inhibitor, TRPV agonist
PRISM	NF-kB Activation Inhibitor	NF-kB Activation Inhibitor	CID:509554	509554			NFkB pathway inhibitor
PRISM	Exatecan	Exatecan	CID:151115	151115	ZVYVPGLRVWUPMP-FYSMJZIKSA-N	TOP1	topoisomerase inhibitor
PRISM	Exemestane	Exemestane	CID:60198	60198	BFYIZQONLCFLEV-DAELLWKTSA-N	CYP19A1	aromatase inhibitor
PRISM	Famciclovir	Famciclovir	CID:3324	3324	GGXKWVWZWMLJEH-UHFFFAOYSA-N		DNA polymerase inhibitor
PRISM	famotidine	famotidine	CID:5702160	5702160	XUFQPHANEAPEMJ-UHFFFAOYSA-N	HRH2	histamine receptor antagonist
PRISM	Favipiravir	Favipiravir	CID:492405	492405	ZCGNOVWYSGBHAU-UHFFFAOYSA-N		RNA polymerase inhibitor
PRISM	5-Fluoro-2-Deoxycytidine	5-Fluoro-2-Deoxycytidine	CID:240980	240980	IDYKCXHJJGMAEV-UHFFFAOYSA-N		DNA methyltransferase inhibitor
PRISM	Felbamate	Felbamate	CID:3331	3331	WKGXYQFOCVYPAC-UHFFFAOYSA-N	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	glutamate receptor antagonist
PRISM	Fenaclon	Fenaclon	CID:9376	9376	BITWVVLBVUMFHU-UHFFFAOYSA-N		
PRISM	Fenbendazole	Fenbendazole	CID:3334	3334	HDDSHPAODJUKPD-UHFFFAOYSA-N	TUBB	tubulin polymerization inhibitor
PRISM	Fendiline	Fendiline	CID:3336	3336	NMKSAYKQLCHXDK-UHFFFAOYSA-N	HTR2B	calcium channel blocker
PRISM	Fenofibrate	Fenofibrate	CID:3339	3339	YMTINGFKWWXKFG-UHFFFAOYSA-N	MMP25, PPARA	PPAR receptor agonist
PRISM	Fenoprofen	Fenoprofen	CID:3342	3342	RDJGLLICXDHJDY-UHFFFAOYSA-N	PTGS1, PTGS2, SLC5A8	prostaglandin inhibitor
PRISM	Fenretinide	Fenretinide	CID:5288209	5288209	AKJHMTWEGVYYSE-FXILSDISSA-N	RARA	apoptosis stimulant, retinoid receptor agonist
PRISM	Unii-9fut9FH3EX	Unii-9fut9FH3EX	CID:135931707	135931707	LRRMQNGSYOUANY-OMCISZLKSA-N	ERBB2	EGFR inhibitor
PRISM	Fexinidazole	Fexinidazole	CID:68792	68792	MIWWSGDADVMLTG-UHFFFAOYSA-N		
PRISM	Roxadustat	Roxadustat	CID:11256664	11256664	YOZBGTLTNGAVFU-UHFFFAOYSA-N	EGLN2	hypoxia inducible factor prolyl hydroxylase inhibitor
PRISM	ARRY-520	ARRY-520	CID:44224257	44224257	LLXISKGBWFTGEI-FQEVSTJZSA-N	KIF11	kinesin inhibitor, kinesin-like spindle protein inhibitor
PRISM	Filgotinib	Filgotinib	CID:49831257	49831257	RIJLVEAXPNLDTC-UHFFFAOYSA-N	JAK1, JAK2, JAK3, TYK2	JAK inhibitor
PRISM	Finafloxacin	Finafloxacin	CID:11567473	11567473	FYMHQCNFKNMJAV-HOTGVXAUSA-N		bacterial DNA gyrase inhibitor
PRISM	N-(4-Acetyl-2-(2,4-difluorophenoxy)phenyl)methanesulfonamide	N-(4-Acetyl-2-(2,4-difluorophenoxy)phenyl)methanesulfonamide	CID:164009	164009	DIIYLGZNZGPXRR-UHFFFAOYSA-N	PTGS2	cyclooxygenase inhibitor
PRISM	Daporinad	Daporinad	CID:6914657	6914657	KPBNHDGDUADAGP-VAWYXSNFSA-N	NAMPT	niacinamide phosphoribosyltransferase inhibitor
PRISM	FK-888	FK-888	CID:107967	107967	BFNKQTIJVFGCKQ-PDJGWCFMSA-N	TACR1, TACR2	tachykinin antagonist
PRISM	Fleroxacin	Fleroxacin	CID:3357	3357	XBJBPGROQZJDOJ-UHFFFAOYSA-N		topoisomerase inhibitor
PRISM	FLI-06	FLI-06	CID:3103157	3103157	SWWVFYHSSOWZMF-UHFFFAOYSA-N		notch signaling inhibitor
PRISM	Florfenicol	Florfenicol	CID:114811	114811	AYIRNRDRBQJXIF-NXEZZACHSA-N		protein synthesis inhibitor
PRISM	Floxuridine	Floxuridine	CID:5790	5790	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	TYMS	DNA synthesis inhibitor
PRISM	Flubendazole	Flubendazole	CID:35802	35802	CPEUVMUXAHMANV-UHFFFAOYSA-N	TUBB	tubulin polymerization inhibitor
PRISM	2-fluoroAraA (fludarabine)	2-fluoroAraA (fludarabine)	CID:657237	657237	HBUBKKRHXORPQB-FJFJXFQQSA-N	ADA, RRM1, RRM2	ribonucleotide reductase inhibitor
PRISM	Fludarabine phosphate	Fludarabine phosphate	CID:30751	30751	GIUYCYHIANZCFB-FJFJXFQQSA-N	DCK, POLA1, POLD1, POLE, RRM1, RRM2, RRM2B	ribonucleotide reductase inhibitor
PRISM	Flurandrenolide	Flurandrenolide	CID:15209	15209	POPFMWWJOGLOIF-XWCQMRHXSA-N	NR3C1, SERPINA6	glucocorticoid receptor agonist
PRISM	Flufenamic acid	Flufenamic acid	CID:3371	3371	LPEPZBJOKDYZAD-UHFFFAOYSA-N	AKR1C3, ANO1, AR, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3, PKD2L1, PTGS1, PTGS2, TRPC5, TRPM2, TRPM5	chloride channel blocker
PRISM	Flumatinib	Flumatinib	CID:46848036	46848036	BJCJYEYYYGBROF-UHFFFAOYSA-N	ABL1, PDGFRB	Bcr-Abl kinase inhibitor
PRISM	Flumethasone	Flumethasone	CID:16490	16490	WXURHACBFYSXBI-GQKYHHCASA-N	NR3C1, PLA2G1B	glucocorticoid receptor agonist
PRISM	Flumethasone pivalate	Flumethasone pivalate	CID:443980	443980	JWRMHDSINXPDHB-OJAGFMMFSA-N	NR3C1, SERPINA6	glucocorticoid receptor agonist
PRISM	Fluocinolone acetonide	Fluocinolone acetonide	CID:6215	6215	FEBLZLNTKCEFIT-VSXGLTOVSA-N	NR3C1, SERPINA6	glucocorticoid receptor agonist
PRISM	Fluorometholone	Fluorometholone	CID:9878	9878	FAOZLTXFLGPHNG-KNAQIMQKSA-N	NR3C1	glucocorticoid receptor agonist
PRISM	fluoromethylcholine	fluoromethylcholine	CID:404592	404592	PBVFROWIWWGIFK-UHFFFAOYSA-N		
PRISM	Fluroxene	Fluroxene	CID:9844	9844	DLEGDLSLRSOURQ-UHFFFAOYSA-N		local anesthetic
PRISM	Flutamide	Flutamide	CID:3397	3397	MKXKFYHWDHIYRV-UHFFFAOYSA-N	AHR, AR	androgen receptor antagonist
PRISM	Fluticasone propionate	Fluticasone propionate	CID:444036	444036	WMWTYOKRWGGJOA-CENSZEJFSA-N	NR3C1, NR3C2, PGR, PLA2G4A	glucocorticoid receptor agonist
PRISM	Fluvastatin	Fluvastatin	CID:446155	446155	FJLGEFLZQAZZCD-MCBHFWOFSA-N	HMGCR	HMGCR inhibitor
PRISM	Foretinib	Foretinib	CID:42642645	42642645	CXQHYVUVSFXTMY-UHFFFAOYSA-N	FLT1, FLT4, KDR, MET	VEGFR inhibitor
PRISM	Formestane	Formestane	CID:11273	11273	OSVMTWJCGUFAOD-KZQROQTASA-N	CYP19A1	aromatase inhibitor
PRISM	Forodesine	Forodesine	CID:135409409	135409409	IWKXDMQDITUYRK-KUBHLMPHSA-N	PNP	purinergic receptor antagonist
PRISM	Forskolin	Forskolin	CID:47936	47936	OHCQJHSOBUTRHG-KGGHGJDLSA-N	ADCY2, ADCY5, GNAS	adenylyl cyclase activator
PRISM	Fosbretabulin	Fosbretabulin	CID:5351387	5351387	WDOGQTQEKVLZIJ-WAYWQWQTSA-N	CDH5	tubulin polymerization inhibitor, VE-cadherin antagonist
PRISM	Foscarnet	Foscarnet	CID:3415	3415	ZJAOAACCNHFJAH-UHFFFAOYSA-N		DNA polymerase inhibitor
PRISM	FPH1-(BRD-6125)	FPH1-(BRD-6125)	NAME:FPH1BRD6125				hepatocyte function enhancer
PRISM	FR-122047	FR-122047	CID:196841	196841	UBHKJRYGKOSQDJ-UHFFFAOYSA-N		cyclooxygenase inhibitor
PRISM	FR-139317	FR-139317	CID:107810	107810	LIOKMIQQPDDTNO-UPRLRBBYSA-N	EDNRA	endothelin receptor antagonist
PRISM	Frentizole	Frentizole	CID:33334	33334	JHBWYQRKOUBPCA-UHFFFAOYSA-N		immunosuppressant
PRISM	Tegafur	Tegafur	CID:5386	5386	WFWLQNSHRPWKFK-UHFFFAOYSA-N	TYMS	thymidylate synthase inhibitor
PRISM	Fudosteine	Fudosteine	CID:134669	134669	KINWYTAUPKOPCQ-YFKPBYRVSA-N		mucolytic agent
PRISM	Fulvestrant	Fulvestrant	CID:104741	104741	VWUXBMIQPBEWFH-WCCTWKNTSA-N	ESR1, ESR2, GPER1	estrogen receptor antagonist
PRISM	G-1	G-1	CID:5322399	5322399	VHSVKVWHYFBIFJ-HKZYLEAXSA-N	GPER1	G protein-coupled receptor agonist
PRISM	Galeterone	Galeterone	CID:11188409	11188409	PAFKTGFSEFKSQG-PAASFTFBSA-N	AR, CYP17A1	androgen receptor modulator
PRISM	Gambogic acid	Gambogic acid	CID:11599836	11599836	GEZHEQNLKAOMCA-JDDSCDDDSA-N	BCL2	caspase activator
PRISM	gamma-Aminobutyric acid	gamma-Aminobutyric acid	CID:119	119	BTCSSZJGUNDROE-UHFFFAOYSA-N	GABBR1, GABBR2, GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2, GATM, KCTD12, KCTD16, KCTD8, SLC6A1	benzodiazepine receptor agonist
PRISM	Ganetespib	Ganetespib	CID:135564985	135564985	RVAQIUULWULRNW-UHFFFAOYSA-N	HSP90AA1	HSP inhibitor
PRISM	Gastrodin	Gastrodin	CID:115067	115067	PUQSUZTXKPLAPR-UJPOAAIJSA-N		
PRISM	Ipatasertib	Ipatasertib	CID:24788740	24788740	GRZXWCHAXNAUHY-NSISKUIASA-N	AKT1, AKT2, AKT3, PRKG1	AKT inhibitor
PRISM	Gdc-0152	Gdc-0152	CID:46940575	46940575	WZRFLSDVFPIXOV-LRQRDZAKSA-N	BIRC2, BIRC3, BIRC7, XIAP	XIAP inhibitor
PRISM	Gdc-0349	Gdc-0349	CID:59239165	59239165	RGJOJUGRHPQXGF-INIZCTEOSA-N	PIK3CA	Pim kinase inhibitor
PRISM	GDC-0879	GDC-0879	CID:11717001	11717001		BRAF	RAF inhibitor
PRISM	Pictilisib	Pictilisib	CID:17755052	17755052	LHNIIDJUOCFXAP-UHFFFAOYSA-N	PIK3CA, PIK3CB, PIK3CD, PIK3CG	PI3K inhibitor
PRISM	Apitolisib	Apitolisib	CID:25254071	25254071	YOVVNQKCSKSHKT-HNNXBMFYSA-N	FGR, MAP3K9, MTOR, PIK3CA, PIK3CB, PIK3CD, PIK3CG, SYK	mTOR inhibitor, PI3K inhibitor
PRISM	Gefitinib	Gefitinib	CID:123631	123631	XGALLCVXEZPNRQ-UHFFFAOYSA-N	EGFR	EGFR inhibitor
PRISM	Gemcitabine	Gemcitabine	CID:356653	356653	OKKDEIYWILRZIA-UHFFFAOYSA-N	CMPK1, RRM1, RRM2, TYMS	ribonucleotide reductase inhibitor
PRISM	Genipin	Genipin	CID:442424	442424	AZKVWQKMDGGDSV-BCMRRPTOSA-N		choleretic agent
PRISM	Genz-644282	Genz-644282	CID:10294813	10294813	BAORCAMWLWRZQG-UHFFFAOYSA-N	TOP1	topoisomerase inhibitor
PRISM	Gestrinone	Gestrinone	CID:27812	27812	BJJXHLWLUDYTGC-ANULTFPQSA-N	AR, ESR1, PGR	progesterone receptor antagonist
PRISM	GGTI-298	GGTI-298	CID:9811606	9811606	XVWPFYDMUFBHBF-CLOONOSVSA-N	CDKN1A	GGTase inhibitor
PRISM	Gidazepam	Gidazepam	CID:121919	121919	XLGCMZLSEXRBSG-UHFFFAOYSA-N		GABA benzodiazepine site receptor agonist
PRISM	Gilteritinib	Gilteritinib	CID:49803313	49803313		FLT3	FLT3 inhibitor
PRISM	Gimeracil	Gimeracil	CID:54679224	54679224	ZPLQIPFOCGIIHV-UHFFFAOYSA-N	DPYD	dihydropyrimidine dehydrogenase inhibitor
PRISM	Ginkgolide-A	Ginkgolide-A	CID:9909368	9909368	FPUXKXIZEIDQKW-VKMVSBOZSA-N	GLRA1, GLRB	GABA receptor antagonist
PRISM	Givinostat	Givinostat	CID:9804992	9804992	YALNUENQHAQXEA-UHFFFAOYSA-N	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
PRISM	golgicide-a	golgicide-a	CID:1085377	1085377	NJZHEQOUHLZCOX-WOSRLPQWSA-N	GBF1	ARF inhibitor
PRISM	Golvatinib	Golvatinib	CID:16118392	16118392	UQRCJCNVNUFYDX-UHFFFAOYSA-N	KDR, MET	VEGFR inhibitor
